window_start,window_end,dataset_source,number_of_flows,mean_flow_duration,mean_dst_port,total_packets,total_bytes,mean_iat_variance,mean_flow_byts_s,mean_flow_pkts_s,mean_down_up_ratio,mean_fin_flag_cnt,mean_syn_flag_cnt,mean_rst_flag_cnt,mean_psh_flag_cnt,mean_ack_flag_cnt,mean_urg_flag_cnt,mean_cwe_flag_count,mean_ece_flag_cnt,mean_init_fwd_win_byts,mean_init_bwd_win_byts,target_next_window
2018-02-03 01:10:00,2018-02-03 01:11:00,CIC,1487,11211407.700739745,8005.700739744452,15509.0,1939514.0,6453343875773.436,136690.87535912433,10289.792764741096,0.3934095494283793,0.0020174848688634837,0.01882985877605918,0.30800268997982516,0.5514458641560188,0.3369199731002018,0.014794889038332213,0.0,0.30800268997982516,8930.605917955616,16186.593140551446,1
2018-02-03 01:11:00,2018-02-03 01:12:00,CIC,1384,8738118.21965318,8734.665462427745,11363.0,1892637.0,3712693151173.6465,222007.8968858725,14603.979559212394,0.3663294797687861,0.002890173410404624,0.02167630057803468,0.3338150289017341,0.5375722543352601,0.36127167630057805,0.014450867052023121,0.0,0.3338150289017341,8643.122109826589,14671.717485549132,1
2018-02-03 01:12:00,2018-02-03 01:13:00,CIC,1656,13113190.236714976,8013.759057971014,16174.0,2154903.0,6482728770527.787,81611.80025753699,8190.996932807632,0.42995169082125606,0.0006038647342995169,0.03804347826086957,0.2995169082125604,0.4867149758454106,0.3164251207729469,0.0320048309178744,0.0,0.2995169082125604,7415.290458937198,13665.750603864733,1
2018-02-03 01:13:00,2018-02-03 01:14:00,CIC,1227,7638883.507742462,9823.35696821516,9554.0,1076743.0,2383335508558.397,192081.8459073413,16353.698238122328,0.31295843520782396,0.0016299918500407497,0.027709861450692746,0.37489812550937246,0.5713121434392828,0.39364303178484106,0.019559902200488997,0.0,0.37489812550937246,9257.303993480033,16171.334963325184,1
2018-02-03 01:14:00,2018-02-03 01:15:00,CIC,1190,11433206.461344538,9522.604201680671,11294.0,1044898.0,3915998343500.342,99695.06885488424,10782.418833679387,0.32941176470588235,0.0016806722689075631,0.024369747899159664,0.3739495798319328,0.5487394957983194,0.4092436974789916,0.023529411764705882,0.0,0.3739495798319328,9054.764705882353,15304.076470588236,1
2018-02-03 01:15:00,2018-02-03 01:16:00,CIC,1553,8957316.392788151,8629.795235028976,15558.0,4633497.0,3778549450158.0283,59028.1716728939,14708.529058259719,0.3715389568576948,0.0025756600128783,0.02704443013522215,0.3148744365743722,0.5183515775917579,0.3399871216999356,0.010946555054732776,0.0,0.3148744365743722,7843.406954282034,14049.033483580168,1
2018-02-03 01:16:00,2018-02-03 01:17:00,CIC,2095,10609312.339379475,5694.740334128878,21841.0,6239834.0,13723467007486.7,279716.5228400633,9608.74353445409,0.49785202863961814,0.0,0.01909307875894988,0.23007159904534608,0.4295942720763723,0.26348448687350834,0.014797136038186158,0.0,0.23007159904534608,6957.78138424821,10463.861575178998,1
2018-02-03 01:17:00,2018-02-03 01:18:00,CIC,1660,12651299.010240965,7021.750602409638,14899.0,3248694.0,7291575198407.083,92059.23671456988,6157.301484692748,0.4602409638554217,0.0030120481927710845,0.012048192771084338,0.286144578313253,0.48614457831325303,0.30903614457831324,0.013855421686746987,0.0,0.286144578313253,7554.76265060241,11598.278313253011,1
2018-02-03 01:18:00,2018-02-03 01:19:00,CIC,1477,11027777.011509817,9652.37779282329,13956.0,1591247.0,6090515389428.99,102650.100921821,10418.571760113948,0.3933649289099526,0.002031144211238998,0.025050778605280974,0.3392010832769127,0.5152335815842924,0.36831415030467163,0.04197698036560596,0.0,0.3392010832769127,9291.789438050102,15675.698036560596,1
2018-02-03 01:19:00,2018-02-03 01:20:00,CIC,1322,9116090.39183056,10992.353252647505,9933.0,1075473.0,7197074665415.075,189145.6242681691,29442.047057579017,0.3245083207261725,0.0030257186081694403,0.05370650529500756,0.3555219364599092,0.5113464447806354,0.45310136157337366,0.023449319213313162,0.0,0.3555219364599092,8700.817700453857,14044.720877458396,1
2018-02-03 01:20:00,2018-02-03 01:21:00,CIC,1475,14100770.047457628,8828.45627118644,15169.0,2487809.0,5044437831528.943,56478.74031853542,9148.734180462676,0.36406779661016947,0.002711864406779661,0.022372881355932205,0.3328813559322034,0.5206779661016949,0.351864406779661,0.008135593220338983,0.0,0.3328813559322034,9239.871186440678,14128.44813559322,1
2018-02-03 01:21:00,2018-02-03 01:22:00,CIC,1457,9726813.79409746,8098.817433081675,13811.0,3480491.0,5756857608025.791,34575.17642286394,3489.523378036623,0.37405628002745367,0.0006863417982155113,0.016472203157172273,0.3164035689773507,0.5497597803706246,0.3335621139327385,0.009608785175017159,0.0,0.3164035689773507,8742.825669183254,15256.000686341798,1
2018-02-03 01:22:00,2018-02-03 01:23:00,CIC,1311,8950728.43020595,8890.671243325705,12231.0,1330785.0,2479716149721.191,25866.444431958436,4491.834102230323,0.35926773455377575,0.0,0.010678871090770405,0.39893211289092295,0.5530129672006102,0.35926773455377575,0.02212051868802441,0.0,0.39893211289092295,9505.62242562929,16565.234935163997,1
2018-02-03 01:23:00,2018-02-03 01:24:00,CIC,1921,8357011.347214992,5948.31962519521,13516.0,1543271.0,4428817485787.371,299209.66332463827,19015.957878394216,0.418011452368558,0.0015616866215512754,0.015616866215512754,0.24362311296199896,0.5174388339406559,0.4096824570536179,0.015616866215512754,0.0,0.24362311296199896,7621.61374284227,9076.99427381572,1
2018-02-03 01:24:00,2018-02-03 01:25:00,CIC,1311,10692948.534706332,8487.245614035088,13014.0,2154826.0,9941653796596.035,195917.01831993315,13739.587305354307,0.37452326468344777,0.006102212051868803,0.028985507246376812,0.37681159420289856,0.5385202135774219,0.36384439359267734,0.010678871090770405,0.0,0.37681159420289856,9002.33180778032,14440.643020594965,1
2018-02-03 01:25:00,2018-02-03 01:26:00,CIC,1676,11657228.38365155,7504.879474940334,14937.0,2171682.0,6793855294180.464,363087.00231934816,15630.596765364033,0.42899761336515513,0.0017899761336515514,0.019689737470167064,0.3424821002386635,0.5208830548926014,0.30071599045346065,0.015513126491646777,0.0,0.3424821002386635,8192.270883054893,14795.75477326969,1
2018-02-03 01:26:00,2018-02-03 01:27:00,CIC,2271,13184651.741083223,6561.248348745046,37588.0,17962854.0,7008532290322.814,127166.94475966104,15311.628878184414,0.4623513870541612,0.0030823425803610744,0.014090708938793483,0.25803610744165567,0.48304711580801407,0.2884191985909291,0.009247027741083224,0.0,0.25803610744165567,7644.669308674593,12349.32892998679,1
2018-02-03 01:27:00,2018-02-03 01:28:00,CIC,1796,9386442.409242762,8717.810690423163,21245.0,7330464.0,6161639440194.528,107212.83848555537,12707.93334838435,0.38585746102449886,0.0033407572383073497,0.021158129175946547,0.321826280623608,0.5378619153674833,0.33853006681514475,0.030623608017817373,0.0,0.321826280623608,8245.059020044544,17182.628619153675,1
2018-02-03 01:28:00,2018-02-03 01:29:00,CIC,1594,9644104.893350063,10161.181932245921,22409.0,8678716.0,3552028455664.5093,165217.83736130106,18341.160814730734,0.2904642409033877,0.006273525721455458,0.04015056461731493,0.3958594730238394,0.5633626097867002,0.3851944792973651,0.02258469259723965,0.0,0.3958594730238394,9897.387076537014,21290.52070263488,1
2018-02-03 01:29:00,2018-02-03 01:30:00,CIC,1707,10273448.402460458,8704.36438195665,15275.0,2549978.0,6814508948030.134,139172.35844692148,17667.498139842188,0.36496777973052136,0.0035149384885764497,0.025776215582893967,0.335676625659051,0.5284124194493263,0.3298183948447569,0.014059753954305799,0.0,0.335676625659051,8631.042179261864,16645.727006444053,1
2018-02-03 01:30:00,2018-02-03 01:31:00,CIC,2875,16010699.981913043,6296.451478260869,41217.0,20113472.0,11737428981435.736,340347.0911220056,13602.30748065066,0.5547826086956522,0.0038260869565217392,0.028521739130434782,0.2066086956521739,0.44521739130434784,0.2194782608695652,0.008695652173913044,0.0,0.2066086956521739,6365.046956521739,9901.940173913043,1
2018-02-03 01:31:00,2018-02-03 01:32:00,CIC,1635,12059417.03853211,8592.421406727828,17955.0,4824258.0,6499195207508.59,29945.671760852307,4524.345338213911,0.3785932721712538,0.0030581039755351682,0.009174311926605505,0.381651376146789,0.5535168195718655,0.3186544342507645,0.018960244648318043,0.0,0.381651376146789,9227.628134556575,18076.404281345567,1
2018-02-03 01:32:00,2018-02-03 01:33:00,CIC,1839,14944408.621533442,9550.888526373028,27937.0,11475011.0,12734509237371.621,36760.70820204157,14325.191011107596,0.41381185426862427,0.002175095160413268,0.022294725394236,0.3306144643828168,0.5165851005981512,0.34692767808591624,0.051658510059815116,0.0,0.3306144643828168,8285.292006525286,14818.847199564982,1
2018-02-03 01:33:00,2018-02-03 01:34:00,CIC,1829,9496081.78622198,12591.52597047567,18547.0,5207233.0,2676155256738.6514,323022.721884081,60327.76471184577,0.3553854565336249,0.007107709130672498,0.08529250956806998,0.30344450519409516,0.47020229633679606,0.45653362493165667,0.06560962274466922,0.0,0.30344450519409516,8421.539639147075,14044.542919628213,1
2018-02-03 01:34:00,2018-02-03 01:35:00,CIC,1663,13665677.868310282,8593.346361996391,18460.0,5057931.0,6685268395076.415,70924.81024209701,11996.535104707886,0.39025856885147325,0.0018039687312086591,0.030667468430547205,0.34996993385447983,0.5273601924233313,0.3409500901984366,0.01803968731208659,0.0,0.34996993385447983,8788.593505712568,15722.1791942273,1
2018-02-03 01:35:00,2018-02-03 01:36:00,CIC,2662,14221538.36701728,6103.438767843727,31659.0,9086542.0,8101107580071.802,112737.90273472191,12064.709691460923,0.5522163786626596,0.003005259203606311,0.02667167543200601,0.22577009767092412,0.44440270473328325,0.23553719008264462,0.009767092411720512,0.0,0.22577009767092412,6918.43388429752,11538.384673178061,1
2018-02-03 01:36:00,2018-02-03 01:37:00,CIC,2068,11450525.250967119,8527.543036750483,30585.0,14205692.0,6990523290190.301,228486.15057282042,19481.95251451676,0.46083172147001933,0.0038684719535783366,0.023694390715667313,0.26450676982591875,0.4738878143133462,0.344294003868472,0.03239845261121857,0.0,0.26450676982591875,7723.761121856866,12154.293036750483,1
2018-02-03 01:37:00,2018-02-03 01:38:00,CIC,1861,12877509.959161742,10339.929070392262,15828.0,2655281.0,10829720219712.443,188381.45846601808,24395.62151734022,0.42235357334766255,0.0032240730789897904,0.039763567974207416,0.27028479312197745,0.44223535733476627,0.39602364320257927,0.03600214938205266,0.0,0.27028479312197745,7858.933369156368,11100.51101558302,1
2018-02-03 01:38:00,2018-02-03 01:39:00,CIC,2442,10069596.499180999,7864.396805896806,31524.0,12707051.0,7054563772348.465,180239.75566890722,23147.708651478213,0.43161343161343163,0.001638001638001638,0.04176904176904177,0.2534807534807535,0.48034398034398035,0.38042588042588044,0.022113022113022112,0.0,0.2534807534807535,7163.308353808354,11931.604013104014,1
2018-02-03 01:39:00,2018-02-03 01:40:00,CIC,2625,12685457.99504762,6119.929142857143,35353.0,17882857.0,7749997505106.951,134807.1298935833,13476.97549886597,0.5398095238095239,0.001142857142857143,0.025523809523809525,0.22095238095238096,0.44114285714285717,0.28114285714285714,0.016761904761904763,0.0,0.22095238095238096,6135.647619047619,10101.288380952381,1
2018-02-03 01:40:00,2018-02-03 01:41:00,CIC,2209,13331700.49932096,7872.971027614305,30657.0,14066561.0,7692154750811.074,222132.72793249038,17806.96229104527,0.5065640561339972,0.002716161158895428,0.025803531009506563,0.2494341330918968,0.419194205522861,0.3110004526935265,0.03712086917157085,0.0,0.2494341330918968,6819.964237211408,11453.732458125849,1
2018-02-03 01:41:00,2018-02-03 01:42:00,CIC,2559,12952253.474013286,7806.138726064869,56628.0,38740017.0,8335770559319.172,203577.5438308904,15297.13316445244,0.5345838218053928,0.0031262211801484957,0.025400547088706527,0.23251270027354434,0.43259085580304807,0.2833137944509574,0.023446658851113716,0.0,0.23251270027354434,6514.630715123095,10877.07698319656,1
2018-02-03 01:42:00,2018-02-03 01:43:00,CIC,1791,11066168.88442211,9680.072585147962,24813.0,11478179.0,7016121935517.479,182486.72601915823,26692.863538013196,0.41987716359575655,0.006141820212171971,0.0413176996091569,0.32551647124511446,0.4712451144611949,0.3729759910664433,0.03796761585706309,0.0,0.32551647124511446,7813.548855388051,14527.805695142379,1
2018-02-03 01:43:00,2018-02-03 01:44:00,CIC,2094,11166675.382999046,8636.448424068767,27098.0,14675556.0,6299353939726.297,316728.2634590796,30708.733071141836,0.4909264565425024,0.0033428844317096467,0.049665711556829036,0.26504297994269344,0.4178605539637058,0.3271251193887297,0.03199617956064948,0.0,0.26504297994269344,6679.077841451767,12056.993314231137,1
2018-02-03 01:44:00,2018-02-03 01:45:00,CIC,2204,11684128.348911071,8368.454174228675,31505.0,14179275.0,5463836037230.124,212325.03695146064,24507.300152736556,0.46960072595281305,0.008166969147005444,0.05172413793103448,0.2572595281306715,0.44872958257713247,0.3253176043557169,0.02676950998185118,0.0,0.2572595281306715,6615.829854809437,12240.141560798547,1
2018-02-03 01:45:00,2018-02-03 01:46:00,CIC,1938,11514977.323529411,9734.26367389061,24316.0,12266514.0,4745210866882.265,198020.94804256465,20150.52434731558,0.4504643962848297,0.0025799793601651187,0.0392156862745098,0.27347781217750256,0.45614035087719296,0.33900928792569657,0.04076367389060888,0.0,0.27347781217750256,7586.853973168215,12215.203818369453,1
2018-02-03 01:46:00,2018-02-03 01:47:00,CIC,2761,14440984.806954002,6910.455632017385,35924.0,14990874.0,13685999706309.355,312280.67843021447,20802.319792696177,0.4987323433538573,0.0050706265845708075,0.03223469757334299,0.1915972473741398,0.40492575153929733,0.2872147772546179,0.018833755885548715,0.0,0.1915972473741398,6114.320173850055,8539.877218399131,1
2018-02-03 01:47:00,2018-02-03 01:48:00,CIC,1782,10544782.335016835,9459.28507295174,22931.0,11093335.0,9344213551706.508,105512.66047534705,17319.304062517007,0.41245791245791247,0.003367003367003367,0.03423120089786756,0.2940516273849607,0.4792368125701459,0.3613916947250281,0.03254769921436588,0.0,0.2940516273849607,8304.513468013469,13605.53142536476,1
2018-02-03 01:48:00,2018-02-03 01:49:00,CIC,2046,13512403.074780058,9692.66715542522,36759.0,20988957.0,7048343502063.609,326831.1034512589,29232.91428645793,0.4613880742913001,0.005376344086021506,0.039100684261974585,0.25562072336265884,0.43841642228739003,0.34701857282502446,0.03616813294232649,0.0,0.25562072336265884,6349.559139784947,12058.231182795698,1
2018-02-03 01:49:00,2018-02-03 01:50:00,CIC,2038,13061012.027968597,8091.894995093228,27096.0,13482740.0,7556873791101.378,362044.0359221467,26934.332414964145,0.4916584887144259,0.003925417075564278,0.04612365063788027,0.2649656526005888,0.45093228655544654,0.31894013738959764,0.02649656526005888,0.0,0.2649656526005888,6791.435230618254,11920.527968596663,1
2018-02-03 01:50:00,2018-02-03 01:51:00,CIC,1895,11771847.868601583,8560.210026385224,26677.0,11678558.0,8277458844353.695,210846.01627688488,20018.238784191144,0.4474934036939314,0.0031662269129287598,0.0316622691292876,0.2912928759894459,0.48179419525065964,0.32189973614775724,0.02849604221635884,0.0,0.2912928759894459,7436.776253298153,14386.404749340369,1
2018-02-03 01:51:00,2018-02-03 01:52:00,CIC,1996,13682032.31513026,9692.900300601203,24912.0,11636883.0,10631923475821.59,205107.24837699402,24200.847581424572,0.43987975951903807,0.004008016032064128,0.05460921843687375,0.2715430861723447,0.4498997995991984,0.3502004008016032,0.028056112224448898,0.0,0.2715430861723447,7064.953907815631,12006.445891783567,1
2018-02-03 01:52:00,2018-02-03 01:53:00,CIC,2470,13310703.386639677,7107.034412955466,42308.0,22907640.0,10678997658436.764,158739.62558847092,16582.810351352302,0.5412955465587045,0.002834008097165992,0.029959514170040485,0.23076923076923078,0.42105263157894735,0.26558704453441295,0.01659919028340081,0.0,0.23076923076923078,6336.754655870445,10404.224696356276,1
2018-02-03 01:53:00,2018-02-03 01:54:00,CIC,2121,11506961.519094767,8399.034417727487,25809.0,11643468.0,6004195350822.411,278610.63800514553,22133.41237402061,0.4691183404054691,0.004243281471004243,0.04809052333804809,0.2512965582272513,0.4347006129184347,0.3371051390853371,0.031588873173031586,0.0,0.2512965582272513,6830.6214049976425,10790.724658180105,1
2018-02-03 01:54:00,2018-02-03 01:55:00,CIC,2352,9143450.621598639,7944.841411564626,28711.0,13672570.0,6405394134563.161,364839.55190959136,34552.615649529456,0.4460034013605442,0.004251700680272109,0.03784013605442177,0.23341836734693877,0.45875850340136054,0.40433673469387754,0.03316326530612245,0.0,0.23341836734693877,6376.4294217687075,9878.86862244898,1
2018-02-03 01:55:00,2018-02-03 01:56:00,CIC,1863,11982258.161567364,8949.462157809983,24724.0,11815426.0,7980870389829.956,362844.7584339351,35774.13192121632,0.43585614600107353,0.005367686527106817,0.06333870101986044,0.3022007514761138,0.45410628019323673,0.3639291465378422,0.02254428341384863,0.0,0.3022007514761138,7201.43370907139,12909.207192699947,1
2018-02-03 01:56:00,2018-02-03 01:57:00,CIC,1954,11619016.848004093,8116.647389969294,26732.0,12517776.0,9778248093646.871,228052.8867041437,24359.515950108787,0.4467758444216991,0.00255885363357216,0.030194472876151485,0.2712384851586489,0.45496417604913,0.35670419651995905,0.028659160696008188,0.0,0.2712384851586489,6911.937052200614,11002.648413510748,1
2018-02-03 01:57:00,2018-02-03 01:58:00,CIC,2659,11587644.683715682,6627.682211357654,46392.0,25875373.0,8247516075291.61,293154.0140587216,17247.43240712489,0.5652500940203083,0.003384731101918014,0.03196690485144791,0.1966904851447913,0.42008273787138023,0.2557352388115833,0.0236931177134261,0.0,0.1966904851447913,6344.751786385859,9195.53666792027,1
2018-02-03 01:58:00,2018-02-03 01:59:00,CIC,1620,8200635.265432099,10099.382098765433,15049.0,4395281.0,2515820832542.7373,130542.70340694905,16328.33626414954,0.3987654320987654,0.001851851851851852,0.02654320987654321,0.32901234567901233,0.48641975308641977,0.37407407407407406,0.030864197530864196,0.0,0.32901234567901233,7664.170370370371,13451.988888888889,1
2018-02-03 01:59:00,2018-02-03 02:00:00,CIC,1527,12802421.29535036,8781.832351015062,16684.0,2308619.0,4783869421336.66,247154.87518792084,14090.886532024848,0.32220039292730845,0.0013097576948264572,0.021611001964636542,0.36738703339882123,0.5972495088408645,0.33136869679109365,0.019646365422396856,0.0,0.36738703339882123,9528.422396856582,17253.83038637852,1
2018-02-03 02:00:00,2018-02-03 02:01:00,CIC,1419,9476394.437632136,8413.758985200846,12188.0,1584585.0,2676010999119.7817,108801.57027950244,8429.90654287793,0.31994362226920364,0.0007047216349541931,0.009161381254404511,0.41296687808315713,0.5842142353770261,0.33051444679351655,0.018322762508809022,0.0,0.41296687808315713,8019.208597603946,18588.529950669486,1
2018-02-03 02:01:00,2018-02-03 02:02:00,CIC,1715,12329573.542274052,8120.468221574344,25985.0,13422812.0,7810392881501.998,176658.00379444676,19187.5385176766,0.4262390670553936,0.0029154518950437317,0.03206997084548105,0.30145772594752185,0.5212827988338192,0.3131195335276968,0.01924198250728863,0.0,0.30145772594752185,7856.561516034985,13949.5416909621,1
2018-02-03 02:02:00,2018-02-03 02:03:00,CIC,2347,15458393.913506605,6496.975713677035,37027.0,18195861.0,9267187387931.963,189617.09337757723,11302.214185766186,0.48487430762675754,0.0012782275244993609,0.022155943757988922,0.2224115892628888,0.45930975713677036,0.2582019599488709,0.015764806135492117,0.0,0.2224115892628888,6655.772049424798,10351.847038772901,1
2018-02-03 02:03:00,2018-02-03 02:04:00,CIC,1676,11214264.945107399,10713.49940334129,22530.0,11026414.0,4677533868306.724,119881.38238291473,14022.249660822676,0.39916467780429593,0.0005966587112171838,0.02028639618138425,0.3126491646778043,0.48389021479713606,0.37828162291169454,0.053102625298329355,0.0,0.3126491646778043,7705.072195704057,13934.747613365154,1
2018-02-03 02:04:00,2018-02-03 02:05:00,CIC,1752,9061893.576484019,10210.872146118722,26428.0,13320691.0,5796868101403.448,161954.24570339735,21803.229296382808,0.3807077625570776,0.00228310502283105,0.023401826484018264,0.3162100456621005,0.514269406392694,0.3738584474885845,0.030251141552511414,0.0,0.3162100456621005,7065.672374429224,14631.160958904109,1
2018-02-03 02:05:00,2018-02-03 02:06:00,CIC,1408,9243928.561079545,10368.03409090909,19206.0,9686681.0,970111515862.4586,109823.25354488306,20611.242352892597,0.3494318181818182,0.002130681818181818,0.04332386363636364,0.37357954545454547,0.5383522727272727,0.41051136363636365,0.053267045454545456,0.0,0.37357954545454547,8397.759943181818,17164.865767045456,1
2018-02-03 02:06:00,2018-02-03 02:07:00,CIC,1777,10027319.935284186,7612.639842431064,24781.0,11430670.0,4296146786126.669,226509.86091954607,14557.272703243067,0.43387732132808104,0.0016882386043894203,0.027011817670230726,0.317388857625211,0.522228474957794,0.3185143500281373,0.025323579065841307,0.0,0.317388857625211,6887.824423185143,13726.236353404614,1
2018-02-03 02:07:00,2018-02-03 02:08:00,CIC,1536,9854693.966796875,7577.057291666667,21079.0,10102198.0,2662452807826.518,126587.75343905897,14526.321210534345,0.4108072916666667,0.001953125,0.025390625,0.3567708333333333,0.5299479166666666,0.337890625,0.014322916666666666,0.0,0.3567708333333333,7810.421875,14733.776041666666,1
2018-02-03 02:08:00,2018-02-03 02:09:00,CIC,1292,9002520.264705881,9194.15479876161,18890.0,9483733.0,523619168280.634,29560.235627664286,8112.423794342595,0.32894736842105265,0.0,0.0023219814241486067,0.4195046439628483,0.5781733746130031,0.35526315789473684,0.02631578947368421,0.0,0.4195046439628483,8006.488390092879,17172.740712074305,1
2018-02-03 02:09:00,2018-02-03 02:10:00,CIC,2288,6528890.987325175,6362.232517482517,25065.0,10906328.0,2932131209242.045,154739.34955692088,13085.71225870088,0.4624125874125874,0.004807692307692308,0.025349650349650348,0.23164335664335664,0.49082167832167833,0.3631993006993007,0.015297202797202798,0.0,0.23164335664335664,6659.926136363636,10101.595279720279,1
2018-02-03 02:10:00,2018-02-03 02:11:00,CIC,1531,11339576.064663619,7372.383409536251,23523.0,12425315.0,4175840017691.682,231411.83589605405,16738.256148931054,0.4441541476159373,0.0032658393207054214,0.018941868060091443,0.3043762246897453,0.5166557805355977,0.3193990855649902,0.011757021554539516,0.0,0.3043762246897453,7196.251469627694,12213.485956890921,1
2018-02-03 02:11:00,2018-02-03 02:12:00,CIC,1429,13193608.591322603,7841.103568929321,21806.0,12055549.0,4662491193295.14,65961.10166120317,7339.8355253442205,0.4534639608117565,0.0,0.011896431070678797,0.3002099370188943,0.49685094471658503,0.3261021693491952,0.01609517144856543,0.0,0.3002099370188943,8535.44156752974,11483.625612316306,1
2018-02-03 02:12:00,2018-02-03 02:13:00,CIC,1882,11946986.768862912,8300.263018065887,26671.0,12669319.0,5642876671526.118,271544.6602230892,25903.03842791897,0.5148777895855473,0.005313496280552604,0.021785334750265676,0.22741764080765142,0.4303931987247609,0.31296493092454836,0.03294367693942614,0.0,0.22741764080765142,6079.230605738576,8459.264612114772,1
2018-02-03 02:13:00,2018-02-03 02:14:00,CIC,1446,9784762.906639004,9321.190179806363,12602.0,1492204.0,6022285280639.645,73375.50091737641,13788.14721692647,0.4287690179806362,0.003457814661134163,0.035269709543568464,0.2959889349930844,0.4605809128630705,0.3914246196403873,0.029045643153526972,0.0,0.2959889349930844,7399.169432918396,11419.451590594745,1
2018-02-03 02:14:00,2018-02-03 02:15:00,CIC,1725,11703835.129275363,9128.402318840579,33942.0,23242583.0,6026131980830.766,94533.50326705677,16375.957670589507,0.4736231884057971,0.0005797101449275362,0.02608695652173913,0.25043478260869567,0.4371014492753623,0.343768115942029,0.020289855072463767,0.0,0.25043478260869567,6528.4040579710145,9673.40579710145,1
2018-02-03 02:15:00,2018-02-03 02:16:00,CIC,1862,10850021.17991407,7093.889903329753,18309.0,3570448.0,10338296303701.234,76003.09809767474,11279.187859555326,0.5429645542427497,0.001611170784103115,0.02631578947368421,0.24973147153598282,0.4280343716433942,0.29484425349087,0.01664876476906552,0.0,0.24973147153598282,6415.6079484425345,10020.537056928035,1
