window_start,window_end,dataset_source,number_of_flows,mean_dst_port,mean_flow_duration,mean_total_packets,total_packets,mean_total_bytes,total_bytes,mean_source_bytes,source_bytes,mean_iat_variance,mean_s_tos,mean_d_tos,mean_tot_fwd_pkts,mean_tot_bwd_pkts,mean_totlen_fwd_pkts,mean_totlen_bwd_pkts,mean_flow_byts_s,mean_flow_pkts_s,mean_flow_iat_mean,mean_flow_iat_std,mean_flow_iat_max,mean_flow_iat_min,mean_fwd_pkts_s,mean_bwd_pkts_s,mean_down_up_ratio,mean_fin_flag_cnt,mean_syn_flag_cnt,mean_rst_flag_cnt,mean_psh_flag_cnt,mean_ack_flag_cnt,mean_urg_flag_cnt,mean_cwe_flag_count,mean_ece_flag_cnt,mean_init_fwd_win_byts,mean_init_bwd_win_byts,mean_fwd_pkt_len_max,mean_fwd_pkt_len_min,mean_fwd_pkt_len_mean,mean_fwd_pkt_len_std,mean_bwd_pkt_len_max,mean_bwd_pkt_len_min,mean_bwd_pkt_len_mean,mean_bwd_pkt_len_std,mean_pkt_len_min,mean_pkt_len_max,mean_pkt_len_mean,mean_pkt_len_std,mean_pkt_len_var,mean_pkt_size_avg,mean_fwd_seg_size_avg,mean_bwd_seg_size_avg,target_next_window
2011-08-10 10:16:00,2011-08-10 10:17:00,CTU13,7771,10384.261396196925,619.2424944861665,25.464676360828722,197886,15569.191738514992,120988189,3047.066400720628,23678753,,0.02693298969072165,0.0016304347826086956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:17:00,2011-08-10 10:18:00,CTU13,7361,10003.879043406137,493.15925272136934,11.280260834125798,83034,8122.4754788751525,59789542,540.6590137209619,3979791,,0.028618152085036794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:18:00,2011-08-10 10:19:00,CTU13,14878,7359.985140753868,244.1826236244791,6.885065196935072,102436,2893.3152305417393,43046744,375.7829681408792,5590899,,0.014498617573673208,0.000312256049960968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:19:00,2011-08-10 10:20:00,CTU13,70155,30721.278610948288,49.325500095531325,4.150666381583636,291190,1244.2474093079609,87290177,176.4069845342456,12375832,,0.0028670460866960503,3.88123423248593e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:20:00,2011-08-10 10:21:00,CTU13,10427,6428.27678138633,329.09710111479814,8.058885585499185,84030,4330.7133403663565,45156348,553.82324733864,5774715,,0.01911990776325903,0.0003043831168831169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:21:00,2011-08-10 10:22:00,CTU13,11670,6325.589623052146,317.1199267470437,9.473350471293916,110554,5270.647129391602,61508452,579.0413024850043,6757412,,0.035074178886887915,0.0001802451333813987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:22:00,2011-08-10 10:23:00,CTU13,14929,4313.598219104156,240.51556411105904,6.6995780025453815,100018,3631.341616987072,54212299,481.9172081184272,7194542,,0.013408420488066506,0.00020562028786840302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:23:00,2011-08-10 10:24:00,CTU13,16966,3571.569347839011,191.61983282724273,6.727042319933986,114131,3872.298656135801,65697419,310.2453141577272,5263622,,0.012357358245136877,0.0007820019249278152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:24:00,2011-08-10 10:25:00,CTU13,8489,8038.803503336511,437.4516227309459,9.085286841795265,77125,5156.1188597007895,43770293,446.90222641064906,3793753,,0.023913815555818632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:25:00,2011-08-10 10:26:00,CTU13,7443,9612.380867416963,481.7330243185544,8.594518339379283,63969,3640.8915759774286,27099156,647.3256751309956,4818045,,0.028305701577031946,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:26:00,2011-08-10 10:27:00,CTU13,7443,8645.24202780049,454.388749817278,8.619911326078194,64158,4008.789735321779,29837422,605.0564288593309,4503435,,0.027594561852200834,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:27:00,2011-08-10 10:28:00,CTU13,7065,8104.901294964029,431.90884794819533,11.772257607926397,83171,6243.234111818825,44108449,649.6680820948337,4589905,,0.028340654669122858,0.0013448894202032278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:28:00,2011-08-10 10:29:00,CTU13,7236,7959.614285714286,399.7275325892758,13.398700939745716,96953,8803.991708126037,63705684,808.620232172471,5851176,,0.029153298925931093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:29:00,2011-08-10 10:30:00,CTU13,6298,7812.141404358354,353.64186266878374,25.621149571292474,161362,19685.108605906637,123976814,7398.483645601778,46595650,,0.03207276208712303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:30:00,2011-08-10 10:31:00,CTU13,6395,7387.416944841838,369.03250225394834,8.093197810789679,51756,3613.4608287724786,23108082,608.9677873338546,3894349,,0.031578947368421054,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:31:00,2011-08-10 10:32:00,CTU13,6564,7563.760694358339,351.25750222714805,14.44759293113955,94834,9778.191346739794,64184048,860.7669104204754,5650074,,0.03096872616323417,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:32:00,2011-08-10 10:33:00,CTU13,7272,7559.680239854972,303.8419303558856,23.192244224422442,168654,21260.46397139714,154606094,838.8479097909791,6100102,,0.027946035242290748,0.00014560279557367502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:33:00,2011-08-10 10:34:00,CTU13,6545,8455.725326617347,342.9894672102368,6.890909090909091,45101,2992.4806722689077,19585786,490.89640947288007,3212917,,0.031288532675709003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:34:00,2011-08-10 10:35:00,CTU13,5635,8051.037445730825,380.8990119687667,9.127595385980479,51434,4541.986867790594,25594096,661.7164152617569,3728772,,0.03811739441660701,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:35:00,2011-08-10 10:36:00,CTU13,6502,9191.707441711913,340.59500465902795,14.88295908951092,96769,11079.759766225776,72040598,725.6298062134728,4718045,,0.03276661514683153,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:36:00,2011-08-10 10:37:00,CTU13,7990,8715.181139843047,302.6407247033792,13.74180225281602,109797,8354.87521902378,66755453,817.645181476846,6532985,,0.026061897005387795,0.0002747252747252747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:37:00,2011-08-10 10:38:00,CTU13,6470,9236.062569477528,339.8630918669243,20.793663060278206,134535,13023.019165378671,84258934,950.1797527047913,6147663,,0.032512772875058056,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:38:00,2011-08-10 10:39:00,CTU13,6201,7044.60632805995,277.7377220667634,48.692952749556525,301945,48426.87518142235,300295053,1359.401386873085,8429648,,0.03257328990228013,0.00033967391304347825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:39:00,2011-08-10 10:40:00,CTU13,5710,7537.326039783002,290.01460266742555,26.473029772329248,151161,20494.923817863397,117026015,959.3080560420315,5477649,,0.03456180567801093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:40:00,2011-08-10 10:41:00,CTU13,6535,6680.01114599686,261.75885033205816,10.383932670237185,67859,5533.11155317521,36158884,724.7914307574598,4736512,,0.03262040313894445,0.0008039877793857533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:41:00,2011-08-10 10:42:00,CTU13,5818,7952.869741242739,294.85859545393606,253.83860433138537,1476833,223593.59951873496,1300867562,8208.681333791681,47758108,,0.03531438415159346,0.0003621220351258374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:42:00,2011-08-10 10:43:00,CTU13,6314,6345.648160103293,246.2712675429205,12.601362052581564,79565,7735.592651251188,48842532,774.068894520114,4887471,,0.03156225218080888,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:43:00,2011-08-10 10:44:00,CTU13,5873,7257.312686436217,280.16855467256937,42.260514217605994,248196,32798.9049889324,192627969,17856.98109994892,104874050,,0.03496743229345218,0.0010762331838565023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:44:00,2011-08-10 10:45:00,CTU13,5775,7403.172006443529,279.8486262550649,20.584935064935063,118878,14649.006233766233,84598011,10104.092467532468,58351134,,0.03498950314905528,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:45:00,2011-08-10 10:46:00,CTU13,5642,8127.076023391813,304.0866327557604,7.210740872031194,40683,2843.936724565757,16045491,545.1141439205956,3075534,,0.03707004099091071,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:46:00,2011-08-10 10:47:00,CTU13,5947,6925.82830705963,285.7224288501766,56.611064402219604,336666,42389.6554565327,252091281,30270.86194720027,180020816,,0.03336141533277169,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:47:00,2011-08-10 10:48:00,CTU13,6623,7491.80754544066,557.4007951189793,58.40314057073834,386804,19805.890985958024,131174416,4319.827872565303,28610220,,0.05979412655161974,0.00046918986549890525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:48:00,2011-08-10 10:49:00,CTU13,6678,9037.893668954996,575.2572419161426,26.06019766397125,174030,8364.71563342318,55859571,1526.3956274333632,10193270,,0.03113250112798917,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:49:00,2011-08-10 10:50:00,CTU13,7203,10022.942189947316,523.0939980526169,21.219769540469247,152846,10558.061363320838,76049716,1330.175204775788,9581252,,0.028699426011479772,0.00045696877380045696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:50:00,2011-08-10 10:51:00,CTU13,7154,10243.458578607322,492.0144491934582,12.078976796197932,86413,6030.824294101202,43144517,817.5503214984624,5848755,,0.02950681466910215,0.0003127443315089914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:51:00,2011-08-10 10:52:00,CTU13,7883,7823.9537000910395,457.7672813390841,16.037295445896234,126422,10651.84219205886,83968472,832.2526956742357,6560648,,0.026693784161688064,0.0010939422945439629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:52:00,2011-08-10 10:53:00,CTU13,6391,8378.659936406995,575.880105725708,21.366139884212174,136551,15240.10530433422,97399513,1375.552808637146,8791158,,0.03293084522502744,0.00033140016570008286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:53:00,2011-08-10 10:54:00,CTU13,6923,8702.064298297122,614.1137306462516,10.746497183302036,74398,4220.121912465694,29215904,734.2462805142279,5083187,,0.02957807742496738,0.00030446034404018875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:54:00,2011-08-10 10:55:00,CTU13,7280,7540.418763982103,510.1440366980769,10.901098901098901,79360,4706.620879120879,34264200,710.0318681318681,5169032,,0.030547070258261595,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:55:00,2011-08-10 10:56:00,CTU13,7478,7722.692692828146,498.7713448581172,15.617812249264508,116790,7635.930596416154,57101489,2225.394757956673,16641502,,0.02707774798927614,0.0006977393245883338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:56:00,2011-08-10 10:57:00,CTU13,6777,9168.433588473661,627.22096830574,19.050022133687474,129102,11180.644828095028,75771230,1070.8624760218386,7257235,,0.03156023114535487,0.0006244146113019045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:57:00,2011-08-10 10:58:00,CTU13,7711,8650.668808181461,554.3165333999481,11.431072493839968,88145,5453.31993256387,42050550,716.0103747892621,5521156,,0.027391925223938726,0.00040749796251018743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:58:00,2011-08-10 10:59:00,CTU13,6689,9938.179650721337,613.6992422249963,13.788458663477352,92231,8040.834055912693,53785139,811.9280908955001,5430987,,0.03118440779610195,0.0006371455877668047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 10:59:00,2011-08-10 11:00:00,CTU13,7077,9227.047198494281,575.6049561534549,17.261975413310726,122163,10386.300551080967,73503849,1284.6885686025153,9091741,,0.030138551635480647,0.0002986857825567503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 11:00:00,2011-08-10 11:01:00,CTU13,8054,8381.699910952804,500.1677266124907,23.71455177551527,190997,18010.79140799603,145058914,10241.75589769059,82487102,,0.025886745488487864,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 11:01:00,2011-08-10 11:02:00,CTU13,10305,11615.56752490875,354.88608764492966,8.068801552644347,83149,3804.934788937409,39209853,516.192916060165,5319368,,0.02241933911687299,0.0002608242044861763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 11:02:00,2011-08-10 11:03:00,CTU13,6451,8865.421754826557,549.3918899764377,31.360254224151294,202305,22326.79305534026,144030142,1287.2842970082158,8304271,,0.03183229813664596,0.0006478781988986071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 11:03:00,2011-08-10 11:04:00,CTU13,6263,9645.758452535762,603.6089930919687,65.24093884719782,408604,57419.013412102824,359615281,1940.453935813508,12153063,,0.031094726719025485,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:04:00,2011-08-10 11:05:00,CTU13,7206,9909.076333711691,540.4873791387732,17.501110185956147,126113,11799.817513183458,85029485,898.5795170691091,6475164,,0.028467255644369655,0.0002981070204203309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 11:05:00,2011-08-10 11:06:00,CTU13,7200,12152.28478137422,573.5911411566667,33.56986111111111,241703,23771.034722222223,171151450,2908.749027777778,20942993,,0.029411764705882353,0.0001554001554001554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:06:00,2011-08-10 11:07:00,CTU13,7694,10167.886141232479,511.93841407213415,22.802313491031974,175441,15378.677410969587,118323544,1495.4026514166883,11505628,,0.026621427639305754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:07:00,2011-08-10 11:08:00,CTU13,6402,9302.255093981994,614.0393546044986,8.973133395813807,57446,3946.887691346454,25267975,521.7516401124649,3340254,,0.03221770409759149,0.0011471648639790233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:08:00,2011-08-10 11:09:00,CTU13,7107,8837.314645308925,517.9397886676516,13.057126776417617,92797,8075.449134655973,57392217,647.7346278317152,4603450,,0.029208409764357273,0.00044829647340107593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:09:00,2011-08-10 11:10:00,CTU13,7366,8583.649592710202,528.4871170920445,17.32921531360304,127647,10337.487102905241,76145930,917.3449633450991,6757163,,0.02777017783857729,0.0002852253280091272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:10:00,2011-08-10 11:11:00,CTU13,7284,9317.561891515994,552.0252559279241,27.756864360241625,202181,22899.796814936846,166802120,1095.910626029654,7982613,,0.028508469907726208,0.00028665615594094884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:11:00,2011-08-10 11:12:00,CTU13,7612,7920.619218979075,486.6945953124015,29.017603783499737,220882,27214.623751970572,207157716,904.0831581713085,6881881,,0.028224742811922974,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:12:00,2011-08-10 11:13:00,CTU13,7792,7981.369089260267,489.4073818909137,17.163116016427104,133735,10192.380775154004,79419031,3593.332392197125,27999246,,0.02697495183044316,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2011-08-10 11:13:00,2011-08-10 11:14:00,CTU13,8623,8245.267348859092,470.52257747767595,15.002319378406588,129365,9091.118752174418,78392717,999.0548532993158,8614850,,0.023696131954930887,0.00024301336573511544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
