source_row_index,scenario_id,window_start,window_end,split,family_probability_provenance,family_probability_neris,family_probability_rbot,family_probability_virut,family_probability_donbot,family_probability_sogou,family_probability_murlo,family_probability_nsis_agent,packet_behavior_packet_count,packet_behavior_byte_count,packet_behavior_packets_per_second,packet_behavior_bytes_per_second,packet_behavior_unique_src_ips,packet_behavior_unique_dst_ips,packet_behavior_unique_src_ports,packet_behavior_unique_dst_ports,packet_behavior_tcp_count,packet_behavior_udp_count,packet_behavior_icmp_count,packet_behavior_other_protocol_count,packet_behavior_packet_size_mean,packet_behavior_packet_size_std,packet_behavior_packet_size_min,packet_behavior_packet_size_max,packet_behavior_packet_size_median,packet_behavior_packet_size_p25,packet_behavior_packet_size_p75,packet_behavior_iat_mean,packet_behavior_iat_std,packet_behavior_iat_min,packet_behavior_iat_max,packet_behavior_iat_median,packet_behavior_syn_count,packet_behavior_ack_count,packet_behavior_rst_count,packet_behavior_fin_count,packet_behavior_psh_count,packet_behavior_urg_count,packet_behavior_forward_packet_count,packet_behavior_backward_packet_count,packet_behavior_forward_byte_count,packet_behavior_backward_byte_count,packet_behavior_unique_5tuple_count,packet_behavior_flow_count,packet_behavior_mean_flow_duration,packet_behavior_packets_per_flow_mean,packet_behavior_bytes_per_flow_mean,packet_behavior_forward_backward_packet_ratio,packet_behavior_forward_backward_byte_ratio,packet_behavior_syn_ack_ratio,packet_behavior_tcp_fraction,packet_behavior_udp_fraction,packet_behavior_icmp_fraction,packet_behavior_unique_dst_ports_per_src_ip,packet_behavior_unique_dst_ips_per_src_ip,packet_behavior_unique_src_ips_per_dst_ip,packet_behavior_port_diversity,packet_behavior_destination_diversity
10,CTU42,2011-08-10T09:15:00+00:00,2011-08-10T09:16:00+00:00,train,in_sample_training_prediction,0.9917254415066012,0.003469554618320183,0.002929638342529178,0.0005564647633845696,0.00014973371280632274,0.0010326503629646355,0.0001365166933938223,502,43445,8.366666666666667,724.0833333333334,13,41,65,24,492,10,0,0,86.54382470119522,156.80146134076287,60,2950,62.0,60.0,62.0,0.1161353155048545,0.2749071454436904,3.814697265625e-06,2.7407751083374023,0.0002450942993164,195,299,13,21,136,0,349,153,28613.0,14832.0,57,57,6.349167903264363,8.807017543859649,762.1929824561404,2.281045751633987,1.9291396979503777,0.6521739130434783,0.9800796812749004,0.0199203187250996,0.0,1.8461538461538465,3.1538461538461537,0.3170731707317073,24,41
11,CTU42,2011-08-10T09:16:00+00:00,2011-08-10T09:17:00+00:00,train,in_sample_training_prediction,0.954750634896977,0.03618746418345927,0.002147064628421905,0.001568615231995544,0.00040387178318459724,0.004612904700262851,0.0003294445756990738,454,31342,7.566666666666666,522.3666666666667,12,40,64,22,451,2,1,0,69.0352422907489,35.237627444776834,60,359,62.0,60.0,62.0,0.1319784944420618,0.2839361733223178,3.814697265625e-06,2.268816947937012,0.0002281665802001,200,255,17,29,83,0,305,148,21938.0,9334.0,57,57,5.295801484793947,7.947368421052632,548.6315789473684,2.060810810810811,2.350332119134348,0.7843137254901961,0.9933920704845814,0.0044052863436123,0.0022026431718061,1.8333333333333333,3.333333333333333,0.3,22,40
12,CTU42,2011-08-10T09:17:00+00:00,2011-08-10T09:18:00+00:00,train,in_sample_training_prediction,0.9883229751796683,0.0046302852549385655,0.001822007194208121,0.0009842791232640199,0.0003402740859521553,0.0033578290872863315,0.0005423500746826045,585,43117,9.75,718.6166666666667,12,44,74,22,574,11,0,0,73.7042735042735,76.0149764744016,60,961,62.0,60.0,62.0,0.1016475615436083,0.2312682109020123,1.9073486328125e-06,1.861533164978028,0.0001239776611328,265,312,9,13,133,0,389,196,28590.0,14527.0,65,65,8.165725730015682,9.0,663.3384615384615,1.9846938775510203,1.968059475459489,0.8493589743589743,0.9811965811965812,0.0188034188034188,0.0,1.8333333333333333,3.6666666666666665,0.2727272727272727,22,44
13,CTU42,2011-08-10T09:18:00+00:00,2011-08-10T09:19:00+00:00,train,in_sample_training_prediction,0.9975542709522145,0.0008568014771777969,0.0010653676589933252,0.00010090889417317062,9.444469942687997e-05,0.00025060749205680873,7.759882595734391e-05,814,159364,13.566666666666666,2656.0666666666666,14,44,69,29,804,10,0,0,195.7788697788698,511.1084598549822,60,4434,62.0,60.0,62.0,0.0724282865887931,0.1695580049824606,9.5367431640625e-07,1.902940034866333,0.0003039836883544,253,506,68,23,178,0,482,332,133091.0,26273.0,60,60,7.159760193030039,13.566666666666666,2656.0666666666666,1.4518072289156627,5.065694819776957,0.5,0.9877149877149876,0.0122850122850122,0.0,2.071428571428572,3.142857142857143,0.3181818181818182,29,44
14,CTU42,2011-08-10T09:19:00+00:00,2011-08-10T09:20:00+00:00,train,in_sample_training_prediction,0.9639055411618883,0.01549752375909914,0.0030123923785721506,0.0028048348400910666,0.0006714366494675921,0.01339163574722619,0.0007166354636556078,547,36069,9.116666666666667,601.15,10,40,73,25,536,11,0,0,65.93967093235831,30.27023351116434,60,412,62.0,60.0,62.0,0.1060127456546266,0.2339079218284064,0.0,2.269217014312744,0.000119924545288,276,265,11,18,86,0,385,162,25682.0,10387.0,64,64,8.81715314090252,8.546875,563.578125,2.376543209876543,2.472513719071917,1.041509433962264,0.979890310786106,0.0201096892138939,0.0,2.5,4.0,0.25,25,40
15,CTU42,2011-08-10T09:20:00+00:00,2011-08-10T09:21:00+00:00,train,in_sample_training_prediction,0.9962857702554984,0.0013902593411022385,0.0014455150541425356,0.0002472748293705196,9.166467233940337e-05,0.00045752700989041563,8.198883765651742e-05,651,53425,10.85,890.4166666666666,10,40,66,23,641,10,0,0,82.06605222734255,155.10148384680642,60,2974,62.0,60.0,62.0,0.0914371384107149,0.2134886281449125,0.0,2.404958963394165,0.0002499818801879,248,397,7,19,157,0,438,213,33350.0,20075.0,58,58,8.253354997470462,11.224137931034482,921.1206896551724,2.056338028169014,1.6612702366127023,0.6246851385390428,0.9846390168970814,0.0153609831029185,0.0,2.3,4.0,0.25,23,40
16,CTU42,2011-08-10T09:21:00+00:00,2011-08-10T09:22:00+00:00,train,in_sample_training_prediction,0.9958039960758985,0.0014246111655426502,0.0014576036656062828,0.0004267521263250182,9.489398353229418e-05,0.0006964430133483751,9.569996974665225e-05,680,59307,11.333333333333334,988.45,12,40,70,27,672,8,0,0,87.21617647058824,160.22588476924227,60,1819,62.0,60.0,62.0,0.0879659456076081,0.1978689291642343,2.86102294921875e-06,1.7643210887908936,0.0002260208129882,268,406,16,16,151,0,514,166,41147.0,18160.0,62,62,6.476332360698331,10.96774193548387,956.5645161290324,3.0963855421686746,2.2658039647577093,0.6600985221674877,0.9882352941176472,0.0117647058823529,0.0,2.25,3.333333333333333,0.3,27,40
17,CTU42,2011-08-10T09:22:00+00:00,2011-08-10T09:23:00+00:00,train,in_sample_training_prediction,0.9910219342519848,0.002480070130051713,0.0033832149724791027,0.0009177668998236152,0.000305487342765435,0.001644429307504098,0.00024709709539102055,670,114337,11.166666666666666,1905.6166666666663,13,41,72,30,663,7,0,0,170.65223880597014,439.3469848445562,60,2974,62.0,60.0,62.0,0.0895536159720656,0.1925056283456689,1.9073486328125e-06,1.5511040687561035,0.0002241134643554,246,386,51,30,122,0,497,173,96408.0,17929.0,63,63,5.518185010032048,10.634920634920634,1814.873015873016,2.8728323699421967,5.377210106531318,0.6373056994818653,0.98955223880597,0.0104477611940298,0.0,2.3076923076923075,3.1538461538461537,0.3170731707317073,30,41
18,CTU42,2011-08-10T09:23:00+00:00,2011-08-10T09:24:00+00:00,train,in_sample_training_prediction,0.99334903997779,0.0019632981746681515,0.0010780428595373551,0.0008564071609746636,0.00024399949118791636,0.0021609300548211803,0.00034828228102058066,635,49642,10.583333333333334,827.3666666666667,11,44,78,26,615,20,0,0,78.1763779527559,86.85147286970256,60,1065,62.0,60.0,62.0,0.0944573721299036,0.2181477023881463,1.9073486328125e-06,1.881303071975708,0.0001261234283447,279,341,7,17,137,0,435,200,33514.0,16128.0,70,70,6.485511858122689,9.071428571428571,709.1714285714286,2.175,2.078000992063492,0.8181818181818182,0.968503937007874,0.0314960629921259,0.0,2.363636363636364,4.0,0.25,26,44
19,CTU42,2011-08-10T09:24:00+00:00,2011-08-10T09:25:00+00:00,train,in_sample_training_prediction,0.9017771600122212,0.0491151838995115,0.00446019446595613,0.012476496958890752,0.0011596964184474453,0.029953443435860847,0.0010578248091122327,565,36286,9.416666666666666,604.7666666666667,9,39,72,19,563,2,0,0,64.22300884955752,31.912876444818043,60,613,62.0,60.0,62.0,0.1038836701541927,0.2265810876717383,1.9073486328125e-06,2.503156900405884,0.0001189708709716,304,259,23,16,77,0,399,166,26322.0,9964.0,66,66,7.765690857713873,8.56060606060606,549.7878787878788,2.403614457831325,2.641710156563629,1.1737451737451738,0.9964601769911504,0.0035398230088495,0.0,2.111111111111111,4.333333333333333,0.2307692307692307,19,39
20,CTU42,2011-08-10T09:25:00+00:00,2011-08-10T09:26:00+00:00,train,in_sample_training_prediction,0.9877301262204622,0.0017581697004182177,0.006407513999554891,0.000489668222492361,0.0009497354843146186,0.0010930963539114687,0.001571690018846211,1669,749589,27.816666666666663,12493.15,25,52,94,44,1634,35,0,0,449.1246255242661,803.3141948657403,60,5894,62.0,60.0,364.0,0.0358548015713405,0.1090537047934226,9.5367431640625e-07,1.401705980300903,0.000317096710205,355,1304,23,45,313,0,1004,665,87716.0,661873.0,84,84,8.233175598439717,19.86904761904762,8923.67857142857,1.5097744360902257,0.1325269349255824,0.2722392638036809,0.9790293588975434,0.0209706411024565,0.0,1.76,2.08,0.4807692307692308,44,52
21,CTU42,2011-08-10T09:26:00+00:00,2011-08-10T09:27:00+00:00,train,in_sample_training_prediction,0.9594442240153415,0.0017064917551060323,0.008122664690950972,0.0022407183719667092,0.00623265693126278,0.0041260869014077455,0.018127157333964184,1919,980276,31.98333333333333,16337.933333333332,40,67,91,34,1728,187,4,0,510.8264721208963,942.82536019708,60,5894,62.0,60.0,242.0,0.031211781054269,0.098587795190847,0.0,1.7981910705566406,0.0001455545425415,304,1434,9,16,161,0,1180,735,385740.0,594216.0,121,121,4.254711832881959,15.826446280991735,8098.809917355372,1.6054421768707483,0.6491578819823095,0.2119944211994421,0.9004689942678479,0.0974465867639395,0.0020844189682126,0.85,1.675,0.5970149253731343,34,67
22,CTU42,2011-08-10T09:27:00+00:00,2011-08-10T09:28:00+00:00,train,in_sample_training_prediction,0.9845727565036909,0.0012017019782096536,0.010285294562708339,0.0005838796142740593,0.0009465826759768989,0.0012556074283764295,0.0011541772367634807,1786,918855,29.766666666666666,15314.25,15,40,77,35,1763,23,0,0,514.476483762598,835.344431283215,60,7354,62.0,60.0,987.0,0.0335248263276257,0.0952784541506488,9.5367431640625e-07,1.590181827545166,0.0002920627593994,278,1490,25,32,249,0,1094,692,633537.0,285318.0,70,70,9.933883101599555,25.51428571428572,13126.5,1.5809248554913296,2.220459277017223,0.1865771812080537,0.9871220604703248,0.0128779395296752,0.0,2.333333333333333,2.6666666666666665,0.375,35,40
23,CTU42,2011-08-10T09:28:00+00:00,2011-08-10T09:29:00+00:00,train,in_sample_training_prediction,0.9977597423951607,0.0005951407692283735,0.0007783203674328489,0.00015251996053083163,7.989272742750667e-05,0.000530537601619363,0.00010384617860036526,772,73555,12.866666666666667,1225.9166666666667,16,42,74,34,752,20,0,0,95.27849740932642,174.28288720008973,60,1819,62.0,60.0,62.0,0.0767639326523559,0.2125749053941967,0.0,2.569223165512085,0.0002307891845703,284,480,16,25,175,0,530,242,43503.0,30052.0,64,64,9.81312583759427,12.0625,1149.296875,2.190082644628099,1.447590842539598,0.5916666666666667,0.9740932642487048,0.0259067357512953,0.0,2.125,2.625,0.3809523809523809,34,42
24,CTU42,2011-08-10T09:29:00+00:00,2011-08-10T09:30:00+00:00,train,in_sample_training_prediction,0.9961907970597397,0.0008878347411535085,0.001405485189127584,0.0003882956286642255,0.0001376614623352724,0.0007902180870981558,0.00019970783188132026,717,62617,11.95,1043.6166666666666,15,40,75,32,703,14,0,0,87.33193863319386,156.49446454046404,60,1819,62.0,60.0,62.0,0.0821230504765856,0.2012464555097455,2.1457672119140625e-06,1.71783709526062,0.0001925230026245,279,431,6,33,154,0,503,214,41401.0,21216.0,64,64,8.430141743272543,11.203125,978.390625,2.350467289719626,1.9514046003016592,0.6473317865429234,0.9804741980474198,0.0195258019525801,0.0,2.1333333333333333,2.6666666666666665,0.375,32,40
25,CTU42,2011-08-10T09:30:00+00:00,2011-08-10T09:31:00+00:00,train,in_sample_training_prediction,0.9830983160338016,0.0015195090145198754,0.010429240926622388,0.0006606843310674745,0.001185322191436126,0.001229088989702229,0.0018778385128504457,1941,1150812,32.35,19180.2,16,41,81,37,1916,25,0,0,592.8964451313756,855.2780098178824,60,8814,62.0,60.0,1514.0,0.0303532613921411,0.0943497865583943,0.0,1.2032110691070557,0.0026148557662963,306,1628,10,35,345,0,1201,740,411309.0,739503.0,73,73,8.753080733834881,26.58904109589041,15764.54794520548,1.622972972972973,0.5561965265860991,0.1879606879606879,0.9871200412158682,0.0128799587841318,0.0,2.3125,2.5625,0.3902439024390244,37,41
26,CTU42,2011-08-10T09:31:00+00:00,2011-08-10T09:32:00+00:00,train,in_sample_training_prediction,0.9836165459749494,0.0017993912912201175,0.00984068341840175,0.0005238458497409626,0.0011298553872444122,0.0018275759053600904,0.0012621021730833217,1475,655534,24.58333333333333,10925.566666666668,25,51,96,47,1424,51,0,0,444.4298305084746,751.5002727820507,60,8814,62.0,60.0,464.5,0.0399761647996941,0.1447800476784086,9.5367431640625e-07,2.302849054336548,0.0002839565277099,356,1086,13,45,290,0,1061,414,443191.0,212343.0,86,86,7.272244159565416,17.151162790697676,7622.488372093023,2.5628019323671496,2.087146739002463,0.3278084714548803,0.9654237288135592,0.0345762711864406,0.0,1.88,2.04,0.4901960784313725,47,51
27,CTU42,2011-08-10T09:32:00+00:00,2011-08-10T09:33:00+00:00,train,in_sample_training_prediction,0.9799601193420312,0.004562496198267665,0.009413195891115226,0.0016090814026785026,0.0013531176464947412,0.0016025308652411114,0.0014994586541713687,1600,831371,26.666666666666668,13856.183333333332,16,51,93,38,1598,2,0,0,519.606875,930.3709884114692,60,8814,62.0,60.0,946.0,0.0373536821750643,0.1211592972937024,9.5367431640625e-07,1.7585270404815674,0.0004439353942871,298,1314,14,34,314,0,969,631,162124.0,669247.0,82,82,6.271750714720749,19.51219512195122,10138.670731707318,1.5356576862123614,0.242248377654289,0.2267884322678843,0.99875,0.00125,0.0,2.375,3.1875,0.3137254901960784,38,51
28,CTU42,2011-08-10T09:33:00+00:00,2011-08-10T09:34:00+00:00,train,in_sample_training_prediction,0.9139654140165682,0.004907319121253436,0.06356736502518985,0.0023538026591393177,0.0036360116742870387,0.005071819244633172,0.006498268258928863,2409,1342728,40.15,22378.8,19,47,94,46,2395,14,0,0,557.3798256537982,804.7489447241746,60,7354,62.0,60.0,1514.0,0.0248930727524614,0.0608543108106126,0.0,1.0319650173187256,0.0031797885894775,300,2109,18,48,506,0,1649,760,959163.0,383565.0,82,82,8.671304132880234,29.37804878048781,16374.731707317073,2.169736842105263,2.500653083571233,0.1422475106685633,0.9941884599418848,0.0058115400581154,0.0,2.421052631578948,2.473684210526316,0.4042553191489361,46,47
29,CTU42,2011-08-10T09:34:00+00:00,2011-08-10T09:35:00+00:00,train,in_sample_training_prediction,0.9934006769846185,0.0012794636995646154,0.00345683655071575,0.0003441676421316372,0.00046253699177507536,0.000535814860444201,0.0005205032707502328,1553,597837,25.883333333333333,9963.95,19,45,77,38,1531,20,2,0,384.9562137797811,693.0570459301437,60,7354,60.0,60.0,79.0,0.0385240849453149,0.0884014998858988,0.0,0.9557409286499025,0.0003960132598876,247,1299,10,38,331,0,793,758,62048.0,535629.0,67,67,7.389070784867699,23.149253731343283,8920.55223880597,1.0461741424802111,0.1158413752802779,0.1901462663587375,0.9858338699291692,0.0128783000643915,0.0012878300064391,2.0,2.3684210526315788,0.4222222222222222,38,45
30,CTU42,2011-08-10T09:35:00+00:00,2011-08-10T09:36:00+00:00,train,in_sample_training_prediction,0.9918002066514476,0.0015618536533812109,0.0040692784956851994,0.00042932616128905893,0.0005766772232471914,0.0007936525604312904,0.0007690052545183336,1553,628860,25.883333333333333,10481.0,20,45,79,40,1535,17,1,0,404.932388924662,713.0000184689077,60,5894,62.0,60.0,113.0,0.0385541178516505,0.0896402310721795,0.0,0.888481855392456,0.0003849267959594,273,1275,21,30,319,0,820,732,74061.0,554729.0,70,70,8.005063503129142,22.17142857142857,8982.714285714286,1.1202185792349726,0.1335084338478789,0.2141176470588235,0.9884095299420476,0.0109465550547327,0.0006439150032195,2.0,2.25,0.4444444444444444,40,45
31,CTU42,2011-08-10T09:36:00+00:00,2011-08-10T09:37:00+00:00,train,in_sample_training_prediction,0.9976634543228604,0.0009935282025876505,0.0007397903073026601,0.00023013759223409886,7.131144269121555e-05,0.00024350374860113491,5.827438372283764e-05,838,91557,13.966666666666669,1525.95,13,41,67,31,833,5,0,0,109.2565632458234,254.2438032721149,60,2974,60.0,60.0,62.0,0.071255963050906,0.1465361631792146,1.9073486328125e-06,1.802710056304932,0.0002579689025878,222,619,4,24,212,0,474,364,44650.0,46907.0,58,58,8.287490215794794,14.448275862068966,1578.5689655172414,1.3021978021978022,0.951883514187648,0.3586429725363489,0.9940334128878282,0.0059665871121718,0.0,2.3846153846153846,3.1538461538461537,0.3170731707317073,31,41
32,CTU42,2011-08-10T09:37:00+00:00,2011-08-10T09:38:00+00:00,train,in_sample_training_prediction,0.9986365320736579,0.0002883049905269887,0.0006699236589907612,7.894893094311085e-05,8.152414157419165e-05,0.00016768452908419638,7.708167522284017e-05,1079,99087,17.983333333333334,1651.45,17,45,79,35,1060,19,0,0,91.83225208526412,270.10744204488856,60,7354,60.0,60.0,62.0,0.0556228636368307,0.1071778608831344,1.9073486328125e-06,1.003262996673584,0.0002470016479492,283,792,8,28,272,0,623,456,49800.0,49287.0,69,69,9.037399571874868,15.63768115942029,1436.0434782608695,1.3662280701754386,1.0104084241280662,0.3573232323232323,0.9823911028730306,0.0176088971269694,0.0,2.0588235294117645,2.647058823529412,0.3777777777777777,35,45
33,CTU42,2011-08-10T09:38:00+00:00,2011-08-10T09:39:00+00:00,train,in_sample_training_prediction,0.9983517778712129,0.0004816040035297315,0.0006060998247759117,0.00010718902729418401,7.607965111886103e-05,0.0002784357361495362,9.88138859188323e-05,931,86525,15.516666666666667,1442.0833333333333,19,47,85,39,907,22,2,0,92.93770139634802,169.78387850213488,60,1819,60.0,60.0,62.0,0.064105531220795,0.1287815183632355,1.9073486328125e-06,1.2519638538360596,0.000234842300415,298,621,12,36,204,0,578,351,47467.0,38918.0,75,75,7.430935010910034,12.386666666666668,1151.8,1.6467236467236468,1.2196669921373144,0.4798711755233494,0.97422126745435,0.0236305048335123,0.0021482277121374,2.0526315789473686,2.473684210526316,0.4042553191489361,39,47
