split,row_index,flow_state_number_of_flows,flow_state_mean_dst_port,flow_state_mean_flow_duration,flow_state_mean_total_packets,flow_state_total_packets,flow_state_mean_total_bytes,flow_state_total_bytes,flow_state_mean_source_bytes,flow_state_source_bytes,flow_state_mean_iat_variance,flow_state_mean_s_tos,flow_state_mean_d_tos,attack_probability,model_logit
train,10,1.305998319786629,0.41023852845652903,-1.125066595811842,-0.23134445831913567,0.01940786742864016,-0.1980377399350758,-0.09711865483719537,-0.09244505126718294,-0.05192952957771161,-0.13244280550892,-1.3462217770819498,-0.4151890976382858,0.03701854,-3.2586153
train,11,0.9119017619773758,1.0308822277751906,-1.1250563942454113,-0.1302586365437399,0.07067407229997291,-0.023255109156234337,0.07076184465620569,-0.1006889016132727,-0.07326796056519426,-0.13244280550892,0.32994187553457893,0.5796796148394254,0.03366939,-3.356917
train,12,1.1653369164717187,-0.03228701459508009,-1.1250858524882796,-0.23965945575621775,-0.014620943814637584,-0.1804552791286828,-0.0840667299190971,-0.08453373528986288,-0.04329486829020871,-0.13244280550892,-1.0170062172800167,-0.3157601800842655,0.058552418,-2.7774963
train,13,1.16484765941671,0.8025549086417999,-1.125073291151802,-0.15137595536872728,0.10129916095474772,-0.12350966334191205,-0.01175965052346106,-0.0606695276394871,-0.006315428499014314,-0.13244280550892,-0.9659702465267666,-0.3082130560818731,0.01361153,-4.283133
train,14,1.1626460026691725,-0.09793802214348106,-1.1250854907406969,-0.291537812960441,-0.08313716427665267,-0.23846244658311572,-0.15788678251468335,-0.10289616385908508,-0.07181554249899144,-0.13244280550892,-0.7158203567000946,-0.9516454107908201,0.006736829,-4.9934063
train,15,0.9153265613624345,0.45425330721160184,-1.125070866166851,-0.019263982581889914,0.19907309078691035,0.03739675430696228,0.1387907076545173,-0.08819465786348615,-0.0562535728794487,-0.13244280550892,0.13995794872551157,0.5622936040945097,0.046419516,-3.0225039
train,16,0.9921399189987508,0.49197109351884427,-1.1250830335360822,0.23642620249383414,0.5293014990057069,0.23831783206984272,0.38854346595724365,-0.07975565642985187,-0.042065704117958715,-0.13244280550892,-0.5102418531588688,-1.5733407339778012,0.040006563,-3.177883
train,17,1.1927353115521881,0.8271824561632717,-1.125085913373802,2.0697917491613187,3.066564219030414,2.088116865809477,2.840353549816588,-0.00018052142990448335,0.0901750849614017,-0.13244280550892,-1.1767882896393684,1.6110818494560908,0.025062347,-3.661007
train,18,1.1763452002094072,0.36571207359586577,-1.1250921886196357,-0.03325707597861726,0.25988570672537925,0.024263455667477615,0.17836039962620837,0.04146821684189205,0.15351452242059319,-0.13244280550892,-0.5618613878361289,0.30426420685187705,0.022362374,-3.7777593
train,19,1.0581896214248825,1.3876680366394911,-1.1250735435472243,-0.0645999215318905,0.18609350588514084,-0.075100057724916,0.03435110228127851,-0.02348488112186902,0.04286283612148285,-0.13244280550892,-0.3082603770941132,-0.22331934304470577,0.03655053,-3.2718244
train,20,1.4444580663540014,-0.6031746427660921,-1.1250977073327806,-0.21948253348905666,0.05991595282061322,-0.17449623336508813,-0.05387653440088992,-0.09798524998380474,-0.058145296163272964,-0.13244280550892,-1.4653050180913525,1.2577942803492435,0.016378418,-4.095277
train,21,1.1795253710669618,-0.11327324735866694,-1.1250931660131815,-0.23945086990058181,-0.0120923439682961,-0.17874006444165455,-0.08077574972654374,-0.10341065884239017,-0.0723200662169907,-0.13244280550892,-1.1590459997850915,0.2765645790844596,0.032882154,-3.3813903
train,22,0.8896405659744944,-0.034568588171548266,-1.125087671449008,-0.1259241876635569,0.070446876972681,-0.04182118586798333,0.046480355775381496,-0.09684734261518636,-0.06856609174182975,-0.13244280550892,0.4145209221296596,2.0097229857506944,0.07921872,-2.4530098
train,23,0.8424272601661854,0.4231819311460708,-1.1250887926005553,-0.17376930222223252,0.0067059657046718716,-0.09725959355054731,-0.020386303438751172,-0.09896223909300154,-0.07237303690990432,-0.13244280550892,0.36824162177240294,1.3898994955328885,0.116976574,-2.021378
train,24,1.4596250350592614,-0.854873551341275,-1.1251123542578068,-0.20732383243553512,0.08085999614022704,-0.17597996346655517,-0.054810835115312574,-0.09925105531592937,-0.0600709179401771,-0.13244280550892,-1.9177545224964914,-1.5733407339778012,0.022422316,-3.775021
train,25,1.136715378753728,-0.7702562169335354,-1.1251097842510773,-0.2551486079000234,-0.03922956361705246,-0.1927804899239457,-0.10171497886163945,-0.09891404680710475,-0.06618855595183049,-0.13244280550892,-1.0235907118279233,-1.5733407339778012,0.025700105,-3.635224
train,26,1.0070622591765064,-0.37392401164721917,-1.1251037332661202,-0.10587299488457767,0.12214222857334292,-0.04362531200303297,0.06379937086989784,0.07380557995087741,0.17770552363368158,-0.13244280550892,-0.47541533351299725,0.4388055485800194,0.13934611,-1.8207316
train,27,1.1592212032841138,-0.2635510211519902,-1.1251065920122685,-0.18931570430145286,0.05036954175347706,-0.14149768316044353,-0.03518608471615995,-0.09967980688895864,-0.06690414592098662,-0.13244280550892,-1.009928265111009,0.29437953780044906,0.03237025,-3.3976097
train,28,1.4471489801565476,-1.141581720276448,-1.1251205712285555,-0.20522014539431846,0.08176877744939469,-0.1589159985193849,-0.031065815379449087,-0.10046109869756409,-0.062468316665649885,-0.13244280550892,-1.9513551110161733,-0.5030092051620623,0.058504894,-2.7783587
train,29,1.425866298263683,-1.011457543568956,-1.1251168155706748,-0.2141212797324424,0.06468284737286763,-0.16253948845271374,-0.038206723732613725,-0.088848711708299,-0.04252964246975027,-0.13244280550892,-1.6572998870191147,0.6230813840456249,0.2787448,-0.9506964
train,30,1.0696871622175796,0.8695470870215615,-1.1250904498071947,0.18452084024485166,0.5009651929073544,0.11741341404506384,0.26892394739978176,0.012153609270125541,0.09638972560817159,-0.13244280550892,-0.5681116281746332,6.3319883293973565,0.022685358,-3.763089
train,31,0.969389465940861,0.6587846803892186,-1.1251105526670415,-0.18610621075372027,0.017745975682708567,-0.08310500913376664,0.012364163792740093,-0.10123993752612592,-0.07292191917830552,-0.13244280550892,-0.07101104542121953,-1.5733407339778012,0.09105958,-2.3007655
train,32,2.8082621071898712,-0.8061451138435078,-1.1251502497926058,-0.3009490391034079,0.099376415314518,-0.2239110947943945,-0.057825764292702864,-0.10869917168216876,-0.059074522274415286,-0.13244280550892,-4.236086682928775,-0.05933548010239379,0.03353356,-3.3611
train,33,16.33059322203908,12.137889743974046,-1.12518131804077,-0.3723966195327765,0.893525059900775,-0.26831569780322984,0.12765359110076924,-0.11771923364193289,-0.0007583447014017105,-0.13244280550892,-7.667246186618241,-1.3851551401281195,0.118468784,-2.007011
train,34,1.719420531268713,-1.3223864553754008,-1.1251367109287882,-0.2702780827854327,0.021936467274981643,-0.18520614184427314,-0.04898178534433577,-0.10064436828686116,-0.05749463246610604,-0.13244280550892,-2.872867295844481,-0.09750819779574586,0.026362898,-3.609081
train,35,2.0234937909564237,-1.3792833972602223,-1.1251386205835077,-0.23331928470339502,0.13353144618406904,-0.15989645705215225,0.019570257379089802,-0.09950346648008312,-0.04904839832459459,-0.13244280550892,1.8334313372823408,-0.6994038512210613,0.014846107,-4.1950603
train,36,2.820738162092585,-2.4940884015104996,-1.125150834472873,-0.30579566614455955,0.0892031134368912,-0.20403818946074265,-0.01101701091205179,-0.10389750297898748,-0.04529128669173227,-0.13244280550892,-4.557680381197495,-0.5763698308516237,0.059971076,-2.7520483
train,37,3.3190464726186235,-2.9052320561808807,-1.1251586304655785,-0.30507804623683304,0.14858103295672043,-0.19754991679674838,0.03713143756428309,-0.11166419128448934,-0.06188745257860004,-0.13244280550892,-4.867729819300945,2.218275226800615,0.049947914,-2.9455361
train,38,1.2453304449655893,-0.4300251631820925,-1.1251194347568612,-0.24345906651746596,-0.007115083372252879,-0.16298037045063485,-0.054792468885549644,-0.10548163211435671,-0.07452090697130632,-0.13244280550892,-1.4587280025711764,-1.5733407339778012,0.06877979,-2.6055858
train,39,0.9894490051962046,0.44186321397977885,-1.1251123744782907,-0.25628244175143305,-0.0624665968139643,-0.20378103682441254,-0.12468197642978253,-0.09641418129633862,-0.06571716577612913,-0.13244280550892,-0.16317980620935268,-1.5733407339778012,0.3795076,-0.49163872
train,40,0.9894490051962046,-0.09400946226209292,-1.125116734281467,-0.2556189440021923,-0.0616714131684426,-0.1938746087788123,-0.11320249172126406,-0.09832650400174123,-0.06842122381564784,-0.13244280550892,-0.37295660447235823,-1.5733407339778012,0.2269595,-1.22556
train,41,0.8969794217996201,-0.3934016722806603,-1.1251203185033691,-0.17325074180392475,0.018322378642689905,-0.13370751667617023,-0.053374835744323126,-0.09630820736925576,-0.06767801826376715,-0.13244280550892,-0.15286910707078036,4.947492563964897,0.26722458,-1.00875
train,42,0.938810900002837,-0.4739023566505608,-1.1251254495300091,-0.13075312217668836,0.07630767495263721,-0.06475375807283534,0.028781594460683572,-0.08911697893540989,-0.05683745379486342,-0.13244280550892,0.08685018348148404,-1.5733407339778012,0.18802902,-1.4628682
train,43,0.709349341203905,-0.555614189913965,-1.1251327974832375,0.18860935587281577,0.34729700524050516,0.2282430913697698,0.2814529986267246,0.20901810845200264,0.29335936921032096,-0.13244280550892,0.9480531415177649,-1.5733407339778012,0.038992934,-3.2046013
train,44,0.7330783083718116,-0.7909456888296261,-1.125130343581623,-0.26938153270561627,-0.11385060666981878,-0.2045196671124987,-0.14141354047562965,-0.09814954840684541,-0.07365628911890677,-0.13244280550892,0.8023843411296889,-1.5733407339778012,0.02457291,-3.6812308
train,45,0.77442052952002,-0.6932370733536853,-1.125133177648461,-0.10334644159443401,0.06739236201686749,-0.0385213935533277,0.030787014030259987,-0.08675778671835273,-0.058565915953927954,-0.13244280550892,0.6223771692807201,-1.5733407339778012,0.0394251,-3.1931293
train,46,0.9476175269929878,-0.6954979732218672,-1.125140737642815,0.12514406721355467,0.3779767890666651,0.2706628322086323,0.409858475447797,-0.08774943445945804,-0.0546979466223475,-0.13244280550892,-0.2692766104104108,-0.8673707535563466,0.070210375,-2.5834622
train,47,0.7697725874974404,-0.19901695208208142,-1.1251344959136549,-0.3007963429852026,-0.14185032709810927,-0.22124085769717416,-0.1561798718221372,-0.10349127073826707,-0.07951316486343274,-0.13244280550892,0.7167158539415661,-1.5733407339778012,0.07939941,-2.4505353
train,48,0.5471606274686258,-0.42324657547235917,-1.1251284515714055,-0.2423535792357454,-0.11520536399181872,-0.1795171598686679,-0.13099155820722957,-0.09576312310327943,-0.07507941558662677,-0.13244280550892,2.73113960467009,-1.5733407339778012,0.12231501,-1.970688
train,49,0.7592535608147601,0.2087763135035281,-1.1251348776895704,-0.09197068380744645,0.0755335279114944,-0.003473939341971126,0.0637236044077875,-0.09287158754310616,-0.06657666103677523,-0.13244280550892,1.1527306025683455,-1.5733407339778012,0.0896015,-2.3185103
train,50,1.1232608097409975,-0.055257571004072935,-1.125140929164452,-0.1217881685190918,0.13034650428110647,-0.07684715965797279,0.04156697637756588,-0.08870867699032804,-0.05097733775320482,-0.13244280550892,-0.8250724308679003,-0.2413072654240294,0.086478025,-2.357417
train,51,0.751425447934626,0.2333526204898508,-1.125134994386604,0.062471124378938286,0.2344272081060576,0.048852387720801374,0.11494587473343909,-0.08271261857516063,-0.054289162081431606,-0.13244280550892,1.0778504950773753,-1.5733407339778012,0.10260582,-2.1686006
train,52,0.6856203740359984,-0.980890332901501,-1.1251448997283808,0.791456498716432,0.9387747959197478,1.0021753203083763,1.0206224322878095,-0.06419883156480216,-0.034675609157776593,-0.13244280550892,1.0957022164308168,0.0736028208917406,0.029330958,-3.499342
train,53,0.5655077670314402,-0.7078839973655808,-1.1251429422881485,0.2108682812490465,0.30437812498671235,0.25004906110275027,0.25231353926357825,-0.0822996407420236,-0.060047900657096996,-0.13244280550892,1.6822880281394184,-1.5733407339778012,0.00903743,-4.697302
train,54,0.7673263022223985,-1.1829053776437002,-1.1251474474184189,-0.20952652465270402,-0.04610011860719496,-0.15282905303638883,-0.08670136788432471,-0.09290951687853558,-0.06641793804699173,-0.13244280550892,1.1095999971314943,2.324875880861181,0.071027786,-2.5710077
train,55,0.5919276480018929,-0.47763937655706495,-1.125142169956261,6.15174277401755,5.881905605018672,5.71890604199396,5.215268539287442,0.24567264033157563,0.3033506406273225,-0.13244280550892,1.904288708339492,0.18244482660034356,0.042028103,-3.1264799
train,56,0.7132633976439721,-1.3681693550040375,-1.1251499167767716,-0.1515869281124923,0.003150779564641,-0.0935226391125778,-0.033528395183998735,-0.0906801321335999,-0.06512045259647296,-0.13244280550892,0.7974594819474523,-1.5733407339778012,0.03511925,-3.313255
train,57,0.6053822170146235,-0.86303390852095,-1.125144512153581,0.6233821977811321,0.7126355061676539,0.5813595095236898,0.5692555291495559,0.682175874687132,0.7942594551907004,-0.13244280550892,1.8019425063050487,3.644885445972373,0.03621101,-3.2815092
train,58,0.5814086213192127,-0.7822161179769014,-1.125144563163343,0.05701723442279317,0.16855318515402995,0.0926354931453139,0.11636736893323937,0.331423820369891,0.39439719705633214,-0.13244280550892,1.8084531163324127,-1.5733407339778012,0.01694303,-4.0608106
train,59,0.5488730271611552,-0.38111508985755616,-1.1251406986271777,-0.2924394029597393,-0.16043827072728842,-0.22524071442968183,-0.1710216594045504,-0.1010383809007362,-0.08069396523736617,-0.13244280550892,2.4221842185192988,-1.5733407339778012,0.018515946,-3.9704335
train,60,0.6234847280499337,-1.046702906427548,-1.1251436266373727,0.9983502100420256,1.0848571840475725,0.8396105417656319,0.8185403615295593,1.2437980539374651,1.4401423474895187,-0.13244280550892,1.3281887780237949,-1.5733407339778012,0.036398552,-3.2761488
train,61,0.7888536126427673,-0.7331049029714442,-1.1251003099202255,1.0451756787582052,1.2958038381172385,0.23149540978116862,0.31162711688148953,0.06973520524956009,0.13877545075349823,-0.13244280550892,9.125488429955821,0.7015741044036472,0.14092259,-1.8076482
train,62,0.8023081816554979,0.12355111658889006,-1.1250974628674189,0.20008131955928177,0.4005953460948378,-0.07658218590175643,-0.00411124144525396,-0.056643767160709374,-0.01951736165206455,-0.13244280550892,0.6706886143347849,-1.5733407339778012,0.27357173,-0.97657585
train,63,0.9307381585951986,0.6693471962723202,-1.1251057798361601,0.07360493443034861,0.3114674606623952,-0.017521760888816507,0.08053081334061073,-0.06552106691429686,-0.024777627356365624,-0.13244280550892,-0.04703631376700832,0.6423188968842444,0.295815,-0.8673069
train,64,0.9187513607474932,0.7915310053656359,-1.125110735195858,-0.16523642298904306,0.03196251292195628,-0.13942709564647202,-0.05741587582372068,-0.08871296859489869,-0.056858262175123665,-0.13244280550892,0.19113264464706367,-0.05696799729738512,0.35683364,-0.5891338
train,65,1.0970855572980491,-0.5490692283556591,-1.125116195604441,-0.06180882914222489,0.20029321384088544,-0.014996515767705658,0.11372818657333861,-0.08804781162051223,-0.05073957557925229,-0.13244280550892,-0.6386740904522038,3.7307498723799393,0.2803786,-0.9425844
train,66,0.7320997942617948,-0.2417173744061625,-1.125097363557283,0.07742947050326333,0.24290916699162238,0.10855207294239319,0.1700344145946428,-0.06346811755193714,-0.03156844784101486,-0.13244280550892,1.2011763000585285,0.03348671441849882,0.12515847,-1.9444621
train,67,0.8622421708940249,-0.06252535582992365,-1.1250912675433127,-0.20005301367010564,-0.01858844740049452,-0.18818404753673587,-0.1158080480759312,-0.09248176560637346,-0.06343828285214684,-0.13244280550892,0.21215421360012737,-0.09713375406133468,0.2101417,-1.3240714
train,68,0.9495745552130214,-0.7061703795006343,-1.1251078445931768,-0.1960133985983041,0.002288278785106883,-0.17508404449236764,-0.09464434932056014,-0.09357726114228061,-0.06270044914564518,-0.13244280550892,0.4979942630454516,-1.5733407339778012,0.31616566,-0.7714494
train,69,0.9980110036588513,-0.60517596788277,-1.1251096578684936,-0.0727695782699127,0.1597682991654093,-0.09620624855726606,0.0010951843330429022,-0.02502002114533563,0.03590488678340099,-0.13244280550892,-0.5254098477334181,1.809719428970017,0.22365852,-1.244472
train,70,0.8265264058784129,0.19588072756450267,-1.1250891777099774,0.016911228491359544,0.21156883378796562,-0.0007573978728189758,0.07936333151870721,-0.0772527551447659,-0.04475244332797541,-0.13244280550892,0.7968633032614472,1.4541970902725976,0.08087695,-2.4304912
train,71,1.055009450567328,-0.09100258961154267,-1.1251008016785289,-0.18216562676625614,0.03924959267880062,-0.15497760944568637,-0.062002054612824375,-0.09330678473132556,-0.059673960054047695,-0.13244280550892,-0.4327317254554117,0.4024546309512971,0.0988309,-2.2102826
train,72,0.804999095458044,0.6223819345337938,-1.1250913336298325,-0.12056907508087193,0.05644070577722209,-0.08530337534347905,-0.012807770717012576,-0.08896732655453567,-0.06044895833561968,-0.13244280550892,0.6860003938135507,1.5159245260011804,0.104594745,-2.1471832
train,73,0.8999149641296704,0.2283573801187553,-1.1250974074274533,-0.029808954076144787,0.1823742342309547,-0.022146780297830456,0.0698579125718681,-0.06757894905838534,-0.02898495120170698,-0.13244280550892,0.37748668102541566,-0.125132303411424,0.15475267,-1.6978011
train,74,1.1389170355012659,-0.24003298409027382,-1.12510943522775,0.1387915317150983,0.47198095939413226,0.18315859604048607,0.36983434820103817,0.3376519158864997,0.6018446981273925,-0.13244280550892,-0.8767398080980168,-1.5733407339778012,0.44388542,-0.22540788
train,75,1.6895758509132017,1.5517896807814024,-1.125132599102549,-0.2700189867617797,0.01822981758342283,-0.19936382993092533,-0.07391095527223229,-0.10234681967322264,-0.06140831835060026,-0.13244280550892,-1.8995787545327356,-0.3087080199622486,0.077333994,-2.4791336
train,76,0.7467775059120464,0.027987809218031304,-1.1251015868694485,0.33856741574894716,0.5195573438574093,0.2993759748942033,0.36552148289045405,-0.06746151449767951,-0.035753218530716856,-0.13244280550892,0.8771194615848357,1.5679626839276053,0.26412928,-1.0246158
train,77,0.7007873427412583,0.4603570797324915,-1.1250929424309808,1.2238416946935389,1.3875234332091593,1.2443074650222306,1.2693074213399427,-0.03791116191416773,-0.0026730336985904316,-0.13244280550892,0.6595456640930953,-1.5733407339778012,0.9376998,2.7114651
train,78,0.9314720441777112,0.6062563569697091,-1.1251030066150933,-0.023560560167355516,0.19899315169027063,0.015915122760502328,0.11817621408748052,-0.0850470889268685,-0.051474306507863006,-0.13244280550892,-0.11552349647286927,-0.1279384905625247,0.23689473,-1.1697801
train,79,0.9300042730126861,1.8491741935587,-1.1250977285124768,0.39630261695186975,0.6853173717212392,0.3382652049434148,0.4792206780968436,0.0058959284226776905,0.07287599806551973,-0.13244280550892,0.16309416463668103,-0.8198672568161354,0.9432327,2.8103528
train,80,1.0508507655997568,0.749657798947582,-1.1251075584955452,0.11495549951838563,0.406531875850558,0.11228341698052857,0.25775310003464985,-0.0580459348587981,-0.00823770683935454,-0.13244280550892,-0.6600183060385421,-1.5733407339778012,0.8906171,2.0970597
train,81,0.734790708064341,0.2700286010217463,-1.125091279401916,-0.24638954334008745,-0.08991095088665232,-0.19554145088971062,-0.13235873766774464,-0.10209533484309434,-0.07841870938338381,-0.13244280550892,0.9908091145399234,3.9888049197027375,0.9705349,3.4946415
train,82,0.9072538199547961,0.01241421070077001,-1.1251066016293456,-0.13967817267406507,0.05882204939291141,-0.08437129189007389,0.0023139876305816208,-0.09639567967627198,-0.06756159963071263,-0.13244280550892,0.10310715075663375,0.6002703653361079,0.9225138,2.4770024
train,83,0.9706126085783818,-0.1281366234059624,-1.1251049199509393,-0.028052031070902626,0.20544718191371128,-0.023461184569034944,0.08093416609806578,-0.0841981126106136,-0.0490505384677936,-0.13244280550892,-0.3211522148995626,-0.1903966879034758,0.90031725,2.2007546
train,84,0.9505530693230382,0.2785097975400144,-1.1251011670024946,0.24441381764370212,0.5190356360688131,0.31480530056524836,0.46098721676500054,-0.07611954009568692,-0.038517853796205904,-0.13244280550892,-0.10336583475347985,-0.18345917298132083,0.96638185,3.3584929
train,85,1.030791226344413,-0.49550875887086065,-1.125111583399596,0.2773558964794599,0.5977167437667034,0.4309910478848851,0.6301678030137977,-0.08479809613020305,-0.047978593168620985,-0.13244280550892,-0.18706156944501814,-1.5733407339778012,0.98081654,3.9343371
train,86,1.0748243612951676,-0.46184844637442696,-1.1251111508697242,-0.03239206838645934,0.23106135140543665,-0.027368476188516552,0.09465581070050268,0.03686748403325444,0.1335241581797183,-0.13244280550892,-0.5557333528348157,-1.5733407339778012,0.9221559,2.4720063
train,87,1.2781106676511511,-0.3156275928278214,-1.1251141618850746,-0.0888518981376063,0.21267535917829475,-0.05702226138125005,0.09035324993060727,-0.08050143733017116,-0.03308380674515479,-0.13244280550892,-1.5229417811495711,-0.39506568524469315,0.9492973,2.929743
train,88,1.0273664269593543,-0.24877055208862775,-1.12510756191955,-0.09887171265753374,0.13571925303947266,-0.07723508953032958,0.027378013728077313,-0.09138106798431629,-0.05758966685707568,-0.13244280550892,-0.05795248419619276,0.43658126085542276,0.9131057,2.3521595
train,89,1.0029035742089352,-0.5904031912779462,-1.1251144090004814,-0.21314630085690675,-0.008398316239364614,-0.18149753852868777,-0.0978297436051452,-0.09711258158089422,-0.06640600825277396,-0.13244280550892,-0.8001392813837112,1.7937438670893777,0.9305451,2.5950928
train,90,1.1582426891740971,-0.9820986134535451,-1.1251187802835587,-0.15565064448827579,0.09426872777132572,-0.12869669362688405,-0.019077098548286677,-0.07628330676012317,-0.03077390463721578,-0.13244280550892,-1.0846078877265883,2.1669023816328767,0.95746857,3.1140497
train,91,1.232365133007867,-0.9447045038666534,-1.1251205767270571,2.0346806133425117,3.0854046019121397,2.36684396226234,3.266709035352506,-0.03322609269306363,0.04107710579320148,-0.13244280550892,-1.5828281561402138,0.23179769697418035,0.98172265,3.9836464
train,92,1.1902890262771462,-0.8121011287505142,-1.125117437528425,-0.04356902700957094,0.2502719785242307,0.049085092082065795,0.21318996095862816,-0.09071684070242085,-0.05220456806111836,-0.13244280550892,-0.9235218010944923,0.28080910370334194,0.93691236,2.6980648
train,93,0.894288507997074,-0.2189554808523335,-1.1251093294243326,-0.2299040981314893,-0.04657133854528189,-0.1700836698428234,-0.09361207162467447,-0.09681205679561042,-0.0684146572718565,-0.13244280550892,0.31517596011950183,2.8284766291965564,0.98327094,4.0737376
train,94,1.067730133997546,0.6492041309635775,-1.125113773425889,-0.24970637834529621,-0.04267535941431315,-0.20325518085059788,-0.11916209641743539,-0.09544613871413925,-0.06250909112081494,-0.13244280550892,-0.3327140129336951,-1.5733407339778012,0.9094029,2.3063662
train,95,1.044979680939656,0.6291757338300524,-1.1251129163030913,-0.17326169715919146,0.04827429595734053,-0.13495956906925002,-0.03903518281206155,-0.0880075377246237,-0.052204516491402723,-0.13244280550892,-0.39514928375083164,0.5204847268843793,0.93067795,2.5971503
train,96,0.857349600343941,0.5829513896441765,-1.1251021450625815,-0.14354794804263213,0.043313864644800415,-0.09884867254875984,-0.020151407702652852,-0.08022355688924328,-0.047488732439768346,-0.13244280550892,0.4247098273029307,-1.5733407339778012,0.9954744,5.393469
train,97,1.0070622591765064,-0.16398349475775356,-1.1251069000182459,-0.22268065635218717,-0.019202716248357843,-0.18922194696153705,-0.1065488523139052,-0.0938270945099167,-0.06162300307680444,-0.13244280550892,-0.05782724112760443,1.1609617194478452,0.9768936,3.7442684
train,98,0.6817063175959314,0.25985519866630347,-1.1250995358572595,-0.1730116854486044,-0.025025648340432076,-0.13303358608968513,-0.07575827686033881,-0.10000980850835257,-0.0769412886000488,-0.13244280550892,1.6722235575399107,0.09112951165760226,0.98613286,4.264269
train,99,0.8277495485159339,-0.20137918133532087,-1.1251097971341812,-0.11008321922842969,0.07328681856382992,-0.074116949076016,0.0021387182094611966,-0.07970805739816994,-0.04786993577777011,-0.13244280550892,0.4952486124900217,-1.5733407339778012,0.979812,3.8822737
train,100,0.9163050754724513,0.12118241444159121,-1.1251044873981706,-0.13316824017520917,0.0683432165347929,-0.06437058886343226,0.025812188882698817,-0.09528880375379382,-0.0658533442052259,-0.13244280550892,0.22398748978190036,1.3523505169115821,0.94719285,2.886856
train,101,0.8774091395992848,-0.2846893353299213,-1.125113284984469,0.09684590731669242,0.318144478892252,0.13538833284151217,0.23716929370839482,-0.08340441191834352,-0.05100130048107163,-0.13244280550892,-0.2154260153107994,-1.5733407339778012,0.9853064,4.205539
train,102,0.8328867475935219,-0.28773029153559687,-1.1251118935044833,-0.02242771703218711,0.17056007721177519,0.05137742955294263,0.135800642688203,-0.08744089291103516,-0.057680601455652035,-0.13244280550892,0.5722226511296276,-1.5733407339778012,0.9700336,3.4772534
train,103,0.7024997424337877,0.08573302821771298,-1.1251068518509202,-0.25274283469970177,-0.10130858313912999,-0.1801954506037594,-0.11956256910188263,-0.0995616523934843,-0.07599260351620545,-0.13244280550892,1.3466375941244844,0.8866297508201331,0.99144286,4.752395
train,104,0.770506473079953,0.35433309403707286,-1.1251057927833503,-0.18046436814495795,-0.014890212350687259,-0.1615629982248438,-0.0953036386968298,-0.006403661031577204,0.04127511631134913,-0.13244280550892,1.2698532205449673,-1.5733407339778012,0.9978898,6.1588683
