source_row_index,scenario_id,window_start,dominant_family,dominant_family_probability,top2_family,confidence_margin,family_entropy,behavioral_change_score,strongest_behavior_changes,uncertainty_level
32,CTU42,2011-08-10T09:37:00+00:00,Neris,0.998636532073658,Virut,0.9979666084146672,0.0123097800923127,13.983605904868684,"[""state_syn_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
33,CTU42,2011-08-10T09:38:00+00:00,Neris,0.9983517778712128,Virut,0.9977456780464368,0.0147077896701212,9.775315788098398,"[""state_ack_rate_change"", ""state_packet_rate_change"", ""state_byte_rate_change""]",LOW
34,CTU42,2011-08-10T09:39:00+00:00,Neris,0.9984246120571793,RBot,0.9976010326148158,0.0137196983136535,18.407477567310995,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
35,CTU42,2011-08-10T09:40:00+00:00,Neris,0.9875703021198836,Virut,0.979612008871751,0.0818160646259269,128.13721735708123,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
36,CTU42,2011-08-10T09:41:00+00:00,Neris,0.9872912270576892,Virut,0.9809942279629844,0.0869266399728877,69.24807849015396,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
37,CTU42,2011-08-10T09:42:00+00:00,Neris,0.9975356314546108,RBot,0.9958491127345166,0.0197361426986126,89.16542923206443,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
38,CTU42,2011-08-10T09:43:00+00:00,Neris,0.9947166914980632,RBot,0.991836086207477,0.0395962012421055,7.831023649994282,"[""state_byte_rate_change"", ""state_fin_rate_change"", ""state_ack_rate_change""]",LOW
39,CTU42,2011-08-10T09:44:00+00:00,Neris,0.980360842937757,RBot,0.9646976046736168,0.1113785530878423,22.277436920400934,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
40,CTU42,2011-08-10T09:45:00+00:00,Neris,0.9973629483686614,Virut,0.9964158225789272,0.022444345548694,35.51361963620246,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
41,CTU42,2011-08-10T09:46:00+00:00,Neris,0.9938486498626992,Virut,0.9903661834471988,0.0456804883585819,73.68167833679041,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
42,CTU42,2011-08-10T09:47:00+00:00,Neris,0.9970869258125854,Virut,0.9956171277899444,0.02395142748626,60.280808159778616,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
43,CTU42,2011-08-10T09:48:00+00:00,Neris,0.9987895602550644,RBot,0.9982679735817974,0.0110391288890121,28.542454288409317,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
44,CTU42,2011-08-10T09:49:00+00:00,Neris,0.998353835349398,RBot,0.9975544852452396,0.0144048268029178,8.691774125892957,"[""state_ack_rate_change"", ""state_packet_rate_change"", ""state_byte_rate_change""]",LOW
45,CTU42,2011-08-10T09:50:00+00:00,Neris,0.995194947568224,Virut,0.9938022209322492,0.0385067130343324,12.896958913441729,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_fin_rate_change""]",LOW
46,CTU42,2011-08-10T09:51:00+00:00,Neris,0.9968520890162418,Virut,0.9954218755932092,0.0261363018460748,7.2661264918240605,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_rst_rate_change""]",LOW
47,CTU42,2011-08-10T09:52:00+00:00,Neris,0.9986402817793182,Virut,0.99796631347142,0.0122501065392727,9.357461926807956,"[""state_byte_rate_change"", ""state_fin_rate_change"", ""state_syn_rate_change""]",LOW
48,CTU42,2011-08-10T09:53:00+00:00,Neris,0.9983590125812358,RBot,0.9976304695287082,0.0143287835679562,8.00830964875456,"[""state_rst_rate_change"", ""state_fin_rate_change"", ""state_syn_rate_change""]",LOW
49,CTU42,2011-08-10T09:54:00+00:00,Neris,0.9693749046780312,Virut,0.9510299932526016,0.1758124560538163,158.1705387066521,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
50,CTU42,2011-08-10T09:55:00+00:00,Neris,0.9927118280452304,Virut,0.9885451234980198,0.0528297180683136,81.36258123170559,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
51,CTU42,2011-08-10T09:56:00+00:00,Neris,0.9972457478894792,Virut,0.9962002933722626,0.0235134884197514,85.54136823165364,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
52,CTU42,2011-08-10T09:57:00+00:00,Neris,0.9982294583469196,Virut,0.9975984119501888,0.0155798640362378,14.468598248676273,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
53,CTU42,2011-08-10T09:58:00+00:00,Neris,0.984520705226986,RBot,0.9709747951553724,0.0883300551887979,10.512231002438657,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_rst_rate_change""]",LOW
54,CTU42,2011-08-10T09:59:00+00:00,Neris,0.9582817346616498,RBot,0.92079943241524,0.193243758630583,8.082748574720155,"[""state_ack_rate_change"", ""state_packet_rate_change"", ""state_port_diversity_change""]",LOW
55,CTU42,2011-08-10T10:00:00+00:00,Neris,0.99823391944319,Virut,0.9976396646249032,0.0156611369830791,15.513652785856324,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
56,CTU42,2011-08-10T10:01:00+00:00,Neris,0.9931453002658605,Virut,0.9892173888596356,0.050017371958118,77.98214740019489,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
57,CTU42,2011-08-10T10:02:00+00:00,Neris,0.9982902246792682,RBot,0.997610427869977,0.0149434572474196,79.70964741798535,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
58,CTU42,2011-08-10T10:03:00+00:00,Neris,0.9989337064265272,RBot,0.99837958125124,0.0097561143235668,16.05833824143327,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
59,CTU42,2011-08-10T10:04:00+00:00,Neris,0.9987494041243684,RBot,0.9981938337786452,0.0113497305213025,7.806593230132015,"[""state_syn_rate_change"", ""state_ack_rate_change"", ""state_byte_rate_change""]",LOW
60,CTU42,2011-08-10T10:05:00+00:00,Neris,0.9927017594890344,RBot,0.9893547843833868,0.0537794425816055,8.576038740819174,"[""state_syn_rate_change"", ""state_ack_rate_change"", ""state_fin_rate_change""]",LOW
61,CTU42,2011-08-10T10:06:00+00:00,Neris,0.994797469628222,RBot,0.9929970322203064,0.0406872031214474,6.333545422626533,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_port_diversity_change""]",LOW
62,CTU42,2011-08-10T10:07:00+00:00,Neris,0.9946560099502876,RBot,0.9907385382103076,0.0382663577593934,13.377825746768812,"[""state_syn_rate_change"", ""state_ack_rate_change"", ""state_byte_rate_change""]",LOW
63,CTU42,2011-08-10T10:08:00+00:00,Neris,0.9875041149890408,RBot,0.9764561512409828,0.0736861470260149,7.523257156462425,"[""state_ack_rate_change"", ""state_byte_rate_change"", ""state_packet_rate_change""]",LOW
64,CTU42,2011-08-10T10:09:00+00:00,Neris,0.998489699644737,Virut,0.9977322440487464,0.0133456938233906,8.17012235780607,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_port_diversity_change""]",LOW
65,CTU42,2011-08-10T10:10:00+00:00,Neris,0.995542123195432,Virut,0.9939228487640454,0.0360344968452615,33.15241868955991,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
66,CTU42,2011-08-10T10:11:00+00:00,Neris,0.9989687752819928,RBot,0.99850885613972,0.0095262179599285,29.627421987224718,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
67,CTU42,2011-08-10T10:12:00+00:00,Neris,0.9873835845145156,RBot,0.977840781311282,0.0787745958355811,13.418496298048233,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_ack_rate_change""]",LOW
68,CTU42,2011-08-10T10:13:00+00:00,Neris,0.9955817710405576,RBot,0.992384118260293,0.0325436665639155,4.403571521923509,"[""state_syn_rate_change"", ""state_ack_rate_change"", ""state_port_diversity_change""]",LOW
69,CTU42,2011-08-10T10:14:00+00:00,Neris,0.9957611887246136,RBot,0.9924734858514704,0.0309142635014718,5.275253283031918,"[""state_syn_rate_change"", ""state_packet_rate_change"", ""state_rst_rate_change""]",LOW
70,CTU42,2011-08-10T10:15:00+00:00,Neris,0.994110479729818,Virut,0.991450989825726,0.0448682465836491,102.32043899507822,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
71,CTU42,2011-08-10T10:16:00+00:00,Neris,0.99463147024221,RBot,0.9928388785801568,0.0418187724598614,104.5910576942012,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
72,CTU42,2011-08-10T10:17:00+00:00,Neris,0.9968899613584046,Virut,0.9956323033741534,0.0260482737268251,15.738592262984428,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
73,CTU42,2011-08-10T10:18:00+00:00,Neris,0.997400087252959,RBot,0.996632920123689,0.0223139245418551,9.61323065069937,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
74,CTU42,2011-08-10T10:19:00+00:00,Neris,0.991569320992229,RBot,0.9848082821808644,0.0551296166629065,10.042899683868287,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_fin_rate_change""]",LOW
75,CTU42,2011-08-10T10:20:00+00:00,Neris,0.9984071838519746,Virut,0.997639970488336,0.014086096977276,16.875282664557545,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
76,CTU42,2011-08-10T10:21:00+00:00,Neris,0.998845856847283,RBot,0.9983551887590216,0.0105411343441993,11.51682434799367,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
77,CTU42,2011-08-10T10:22:00+00:00,Neris,0.9975838352725418,RBot,0.9965342014355172,0.0200981342382476,3.407264548768693,"[""state_syn_rate_change"", ""state_packet_rate_change"", ""state_byte_rate_change""]",LOW
78,CTU42,2011-08-10T10:23:00+00:00,Neris,0.9988881110739628,RBot,0.9983228843081308,0.0101419133661421,8.08589271826973,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_fin_rate_change""]",LOW
79,CTU42,2011-08-10T10:24:00+00:00,Neris,0.9797164719288192,Virut,0.973797968807595,0.1321829133423394,46.21540998033297,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
80,CTU42,2011-08-10T10:25:00+00:00,Neris,0.998065754852054,Virut,0.9972437418551218,0.0168356412053081,39.28953787053759,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
81,CTU42,2011-08-10T10:26:00+00:00,Neris,0.9978613254664864,RBot,0.9963261320779132,0.017335067995014,23.434300000291447,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
82,CTU42,2011-08-10T10:27:00+00:00,Neris,0.998123369456715,Virut,0.997208947934278,0.0163115467159105,13.200746284139557,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
83,CTU42,2011-08-10T10:28:00+00:00,Neris,0.9838931034813024,Virut,0.9774563685194936,0.1061649384144591,77.2691217373852,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
84,CTU42,2011-08-10T10:29:00+00:00,Neris,0.9954655939301216,Virut,0.9939885910857184,0.0359559016217925,79.37898416611252,"[""state_byte_rate_change"", ""state_destination_diversity_change"", ""state_ack_rate_change""]",LOW
85,CTU42,2011-08-10T10:30:00+00:00,Neris,0.9979329086084844,Virut,0.9973372775259116,0.0180848427461093,29.18513562161529,"[""state_destination_diversity_change"", ""state_packet_rate_change"", ""state_byte_rate_change""]",LOW
86,CTU42,2011-08-10T10:31:00+00:00,Neris,0.9932090382772434,Virut,0.991068659267741,0.0511892486914571,44.032874895907476,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
87,CTU42,2011-08-10T10:32:00+00:00,Neris,0.9982113282506664,RBot,0.9973247886130596,0.0155511374451378,46.36334972458631,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
88,CTU42,2011-08-10T10:33:00+00:00,Neris,0.9980700120140278,RBot,0.9971967909679242,0.0166670821010242,11.351079860197787,"[""state_ack_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
89,CTU42,2011-08-10T10:34:00+00:00,Neris,0.9988553182845858,RBot,0.9982794669377636,0.0104348815970689,8.220869462864767,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
90,CTU42,2011-08-10T10:35:00+00:00,Neris,0.9983852710105312,Virut,0.9977334631283226,0.0144639352795192,17.194787223207495,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
91,CTU42,2011-08-10T10:36:00+00:00,Neris,0.9988427323513585,RBot,0.9983871218984997,0.0106868357835437,10.775984302470233,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
92,CTU42,2011-08-10T10:37:00+00:00,Neris,0.9989885350166584,Virut,0.9985915466517034,0.0094105816016224,6.503845743731177,"[""state_syn_rate_change"", ""state_packet_rate_change"", ""state_fin_rate_change""]",LOW
93,CTU42,2011-08-10T10:38:00+00:00,Neris,0.9985260668879182,RBot,0.9978076615180602,0.0131278424272392,5.58688130151965,"[""state_ack_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
94,CTU42,2011-08-10T10:39:00+00:00,Neris,0.9955261998966762,RBot,0.9923041696815014,0.0329589991995298,7.449712798649432,"[""state_byte_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
95,CTU42,2011-08-10T10:40:00+00:00,Neris,0.9943268100528412,Virut,0.9927437863125476,0.0444280106060049,13.031156203110791,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_packet_rate_change""]",LOW
96,CTU42,2011-08-10T10:41:00+00:00,Neris,0.9970548555733644,Virut,0.99624249953528,0.0250854824679206,9.390901558718294,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_rst_rate_change""]",LOW
97,CTU42,2011-08-10T10:42:00+00:00,Neris,0.9976254034913752,Virut,0.996487895013774,0.0202333208081417,25.887628072030434,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_ack_rate_change""]",LOW
98,CTU42,2011-08-10T10:43:00+00:00,Neris,0.9932277062579868,Virut,0.9913785988288296,0.0518165338120516,6.859496438651764,"[""state_byte_rate_change"", ""state_rst_rate_change"", ""state_fin_rate_change""]",LOW
99,CTU42,2011-08-10T10:44:00+00:00,Neris,0.9969938619808446,RBot,0.9951915510174782,0.0239529205772543,38.044504615417985,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
100,CTU42,2011-08-10T10:45:00+00:00,Neris,0.998926106781581,RBot,0.9984155957898148,0.0098603761056295,6.6468712945496025,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
101,CTU42,2011-08-10T10:46:00+00:00,Neris,0.9839527770959604,Virut,0.9798795450254556,0.1092691571141169,37.58130350834007,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
102,CTU42,2011-08-10T10:47:00+00:00,Neris,0.9957269835930782,RBot,0.9935404112299504,0.0333061649113888,43.581137551702376,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
103,CTU42,2011-08-10T10:48:00+00:00,Neris,0.9908654203477618,RBot,0.9838865911804228,0.0599495699947347,9.932141707909604,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
104,CTU42,2011-08-10T10:49:00+00:00,Neris,0.9947714780865182,RBot,0.9915369537957336,0.0385527811547772,4.4874957966753035,"[""state_destination_diversity_change"", ""state_syn_rate_change"", ""state_rst_rate_change""]",LOW
105,CTU42,2011-08-10T10:50:00+00:00,Neris,0.9952504509540436,RBot,0.99245435069283,0.0358356998040809,8.167878659561973,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_packet_rate_change""]",LOW
106,CTU42,2011-08-10T10:51:00+00:00,Neris,0.9981310906890788,RBot,0.9970440201765725,0.0159397194792501,8.682182628311395,"[""state_byte_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
107,CTU42,2011-08-10T10:52:00+00:00,Neris,0.9968904449885672,RBot,0.995201227895824,0.0250796423135366,10.431552918151942,"[""state_byte_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
108,CTU42,2011-08-10T10:53:00+00:00,Neris,0.996212701282625,RBot,0.9940555496768512,0.0293458304060529,4.065766268820468,"[""state_syn_rate_change"", ""state_destination_diversity_change"", ""state_ack_rate_change""]",LOW
109,CTU42,2011-08-10T10:54:00+00:00,Neris,0.9971253437008188,RBot,0.9956281761814404,0.0233316677561081,2.3035508191954484,"[""state_destination_diversity_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
110,CTU42,2011-08-10T10:55:00+00:00,Neris,0.9939787820475636,Virut,0.9919133178606292,0.0460592243911012,7.94327930788682,"[""state_syn_rate_change"", ""state_byte_rate_change"", ""state_destination_diversity_change""]",LOW
111,CTU42,2011-08-10T10:56:00+00:00,Neris,0.9974995802343471,RBot,0.9965852951750046,0.0213225991496202,38.97451386400018,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
112,CTU42,2011-08-10T10:57:00+00:00,Neris,0.994992167556799,RBot,0.9933536662428456,0.0390586783973105,13.392577221776351,"[""state_packet_rate_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
113,CTU42,2011-08-10T10:58:00+00:00,Neris,0.9875945461943416,RBot,0.9837969725306182,0.0860911490322192,22.9919298582617,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
114,CTU42,2011-08-10T10:59:00+00:00,Neris,0.994280532896824,Virut,0.9925941832428103,0.044101773808871,22.65867597617795,"[""state_byte_rate_change"", ""state_syn_rate_change"", ""state_destination_diversity_change""]",LOW
115,CTU42,2011-08-10T11:00:00+00:00,Neris,0.9974924126644756,RBot,0.9966085902464537,0.0212651672337451,22.068139312453983,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
116,CTU42,2011-08-10T11:01:00+00:00,Neris,0.986041282163251,Virut,0.9817213251251924,0.0954133392026498,38.95543537573884,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
117,CTU42,2011-08-10T11:02:00+00:00,Neris,0.9968173150650558,Virut,0.9958546218385654,0.0264196552862095,13.152975407635834,"[""state_ack_rate_change"", ""state_destination_diversity_change"", ""state_packet_rate_change""]",LOW
118,CTU42,2011-08-10T11:03:00+00:00,Neris,0.9974339128323826,RBot,0.9965962854940372,0.0218195461152372,17.07804024474414,"[""state_packet_rate_change"", ""state_ack_rate_change"", ""state_syn_rate_change""]",LOW
119,CTU42,2011-08-10T11:04:00+00:00,Neris,0.995952873073574,RBot,0.994780561228316,0.0327988480288485,26.693113079704293,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
120,CTU42,2011-08-10T11:05:00+00:00,Neris,0.9974827979643314,Virut,0.996622372437901,0.0214012914055792,41.03759035525679,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
121,CTU42,2011-08-10T11:06:00+00:00,Neris,0.9965635025217032,RBot,0.9954391731934844,0.0282192185521741,13.052044174859347,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_ack_rate_change""]",LOW
122,CTU42,2011-08-10T11:07:00+00:00,Neris,0.9972590730899517,RBot,0.9960058570760626,0.0228430263482555,11.962745973729048,"[""state_byte_rate_change"", ""state_packet_rate_change"", ""state_destination_diversity_change""]",LOW
