source_row_index,scenario_id,window_start,window_end,split,family_probability_provenance,family_probability_neris,family_probability_rbot,family_probability_virut,family_probability_donbot,family_probability_sogou,family_probability_murlo,family_probability_nsis_agent,predicted_family,top_family_confidence,second_family_probability,top1_top2_margin,family_entropy,top2_family,state_packet_rate,state_byte_rate,state_syn_rate,state_ack_rate,state_rst_rate,state_fin_rate,state_iat,state_destination_diversity,state_port_diversity,state_directionality,state_top_probability_change,state_entropy_change,state_packet_rate_change,state_byte_rate_change,state_syn_rate_change,state_ack_rate_change,state_rst_rate_change,state_fin_rate_change,state_iat_change,state_destination_diversity_change,state_port_diversity_change,state_directionality_change
10,CTU42,2011-08-10T09:15:00+00:00,2011-08-10T09:16:00+00:00,train,in_sample_training_prediction,0.9917254415066012,0.0034695546183201,0.0029296383425291,0.0005564647633845,0.0001497337128063,0.0010326503629646,0.0001365166933938,Neris,0.9917254415066012,0.0034695546183201,0.9882558868882811,0.05878280162838925,RBot,8.366666666666667,724.0833333333334,195.0,299.0,13.0,21.0,0.1161353155048545,41.0,24.0,2.281045751633987,0.04810938412862564,-0.19995921039571737,1.3666666666666671,200.61666666666667,29.0,59.0,8.0,-9.0,-0.022511801518112703,5.0,2.0,-1.7189542483660132
11,CTU42,2011-08-10T09:16:00+00:00,2011-08-10T09:17:00+00:00,train,in_sample_training_prediction,0.954750634896977,0.0361874641834592,0.0021470646284219,0.0015686152319955,0.0004038717831845,0.0046129047002628,0.000329444575699,Neris,0.954750634896977,0.0361874641834592,0.9185631707135178,0.2182476788364769,RBot,7.566666666666666,522.3666666666667,200.0,255.0,17.0,29.0,0.1319784944420618,40.0,22.0,2.060810810810811,-0.03697480660962427,0.15946487720808764,-0.8000000000000007,-201.7166666666667,5.0,-44.0,4.0,8.0,0.01584317893720731,-1.0,-2.0,-0.22023494082317585
12,CTU42,2011-08-10T09:17:00+00:00,2011-08-10T09:18:00+00:00,train,in_sample_training_prediction,0.9883229751796684,0.0046302852549385,0.0018220071942081,0.000984279123264,0.0003402740859521,0.0033578290872863,0.0005423500746826,Neris,0.9883229751796684,0.0046302852549385,0.9836926899247299,0.08072798423948459,RBot,9.75,718.6166666666667,265.0,312.0,9.0,13.0,0.1016475615436083,44.0,22.0,1.9846938775510203,0.033572340282691404,-0.13751969459699231,2.1833333333333336,196.25,65.0,57.0,-8.0,-16.0,-0.03033093289845351,4.0,0.0,-0.07611693325979063
13,CTU42,2011-08-10T09:18:00+00:00,2011-08-10T09:19:00+00:00,train,in_sample_training_prediction,0.9975542709522144,0.0008568014771777,0.0010653676589933,0.0001009088941731,9.444469942687996e-05,0.0002506074920568,7.759882595734391e-05,Neris,0.9975542709522144,0.0010653676589933,0.996488903293221,0.020401661545795653,Virut,13.566666666666666,2656.0666666666666,253.0,506.0,68.0,23.0,0.0724282865887931,44.0,29.0,1.4518072289156627,0.009231295772546,-0.060326322693688934,3.8166666666666664,1937.4499999999998,-12.0,194.0,59.0,10.0,-0.02921927495481519,0.0,7.0,-0.5328866486353576
14,CTU42,2011-08-10T09:19:00+00:00,2011-08-10T09:20:00+00:00,train,in_sample_training_prediction,0.9639055411618884,0.0154975237590991,0.0030123923785721,0.002804834840091,0.0006714366494675,0.0133916357472261,0.0007166354636556,Neris,0.9639055411618884,0.0154975237590991,0.9484080174027893,0.20183826988014647,RBot,9.116666666666667,601.15,276.0,265.0,11.0,18.0,0.1060127456546266,40.0,25.0,2.376543209876543,-0.03364872979032596,0.18143660833435082,-4.449999999999999,-2054.9166666666665,23.0,-241.0,-57.0,-5.0,0.03358445906583349,-4.0,-4.0,0.9247359809608804
15,CTU42,2011-08-10T09:20:00+00:00,2011-08-10T09:21:00+00:00,train,in_sample_training_prediction,0.9962857702554984,0.0013902593411022,0.0014455150541425,0.0002472748293705,9.166467233940336e-05,0.0004575270098904,8.198883765651742e-05,Neris,0.9962857702554984,0.0014455150541425,0.9948402552013559,0.029500980835871056,Virut,10.85,890.4166666666666,248.0,397.0,7.0,19.0,0.0914371384107149,40.0,23.0,2.056338028169014,0.032380229093609936,-0.17233728904427542,1.7333333333333325,289.26666666666665,-28.0,132.0,-4.0,1.0,-0.0145756072439117,0.0,-2.0,-0.3202051817075291
16,CTU42,2011-08-10T09:21:00+00:00,2011-08-10T09:22:00+00:00,train,in_sample_training_prediction,0.9958039960758984,0.0014246111655426,0.0014576036656062,0.000426752126325,9.489398353229418e-05,0.0006964430133483,9.569996974665224e-05,Neris,0.9958039960758984,0.0014576036656062,0.9943463924102922,0.03318216401830651,Virut,11.333333333333334,988.45,268.0,406.0,16.0,16.0,0.0879659456076081,40.0,27.0,3.0963855421686746,-0.0004817741795999364,0.0036811831824354532,0.4833333333333343,98.03333333333342,20.0,9.0,9.0,-3.0,-0.0034711928031067874,0.0,4.0,1.0400475139996606
17,CTU42,2011-08-10T09:22:00+00:00,2011-08-10T09:23:00+00:00,train,in_sample_training_prediction,0.9910219342519848,0.0024800701300517,0.0033832149724791,0.0009177668998236,0.0003054873427654,0.001644429307504,0.000247097095391,Neris,0.9910219342519848,0.0033832149724791,0.9876387192795058,0.06454827944122919,Virut,11.166666666666666,1905.6166666666663,246.0,386.0,51.0,30.0,0.0895536159720656,41.0,30.0,2.8728323699421967,-0.004782061823913608,0.03136611542292268,-0.16666666666666785,917.1666666666663,-22.0,-20.0,35.0,14.0,0.0015876703644574913,1.0,3.0,-0.22355317222647786
18,CTU42,2011-08-10T09:23:00+00:00,2011-08-10T09:24:00+00:00,train,in_sample_training_prediction,0.99334903997779,0.0019632981746681,0.0010780428595373,0.0008564071609746,0.0002439994911879,0.0021609300548211,0.0003482822810205,Neris,0.99334903997779,0.0021609300548211,0.9911881099229689,0.05034569569725501,Murlo,10.583333333333334,827.3666666666667,279.0,341.0,7.0,17.0,0.0944573721299036,44.0,26.0,2.175,0.0023271057258051897,-0.014202583743974186,-0.5833333333333321,-1078.2499999999995,33.0,-45.0,-44.0,-13.0,0.004903756157838002,3.0,-4.0,-0.6978323699421969
19,CTU42,2011-08-10T09:24:00+00:00,2011-08-10T09:25:00+00:00,train,in_sample_training_prediction,0.9017771600122212,0.0491151838995115,0.0044601944659561,0.0124764969588907,0.0011596964184474,0.0299534434358608,0.0010578248091122,Neris,0.9017771600122212,0.0491151838995115,0.8526619761127097,0.4402493952895827,RBot,9.416666666666666,604.7666666666667,304.0,259.0,23.0,16.0,0.1038836701541927,39.0,19.0,2.403614457831325,-0.09157187996556881,0.3899036995923277,-1.1666666666666679,-222.60000000000002,25.0,-82.0,16.0,-1.0,0.009426298024289098,-5.0,-7.0,0.22861445783132517
20,CTU42,2011-08-10T09:25:00+00:00,2011-08-10T09:26:00+00:00,train,in_sample_training_prediction,0.9877301262204622,0.0017581697004182,0.0064075139995548,0.0004896682224923,0.0009497354843146,0.0010930963539114,0.0015716900188462,Neris,0.9877301262204622,0.0064075139995548,0.9813226122209074,0.08364838517258352,Virut,27.816666666666663,12493.15,355.0,1304.0,23.0,45.0,0.0358548015713405,52.0,44.0,1.5097744360902257,0.085952966208241,-0.3566010101169992,18.4,11888.383333333333,51.0,1045.0,0.0,29.0,-0.0680288685828522,13.0,25.0,-0.8938400217410993
21,CTU42,2011-08-10T09:26:00+00:00,2011-08-10T09:27:00+00:00,train,in_sample_training_prediction,0.9594442240153416,0.001706491755106,0.0081226646909509,0.0022407183719667,0.0062326569312627,0.0041260869014077,0.0181271573339641,Neris,0.9594442240153416,0.0181271573339641,0.9413170666813775,0.23036300401955812,NSIS Agent,31.98333333333333,16337.933333333332,304.0,1434.0,9.0,16.0,0.031211781054269,67.0,34.0,1.6054421768707483,-0.028285902205120617,0.1467146188469746,4.166666666666668,3844.783333333333,-51.0,130.0,-14.0,-29.0,-0.004643020517071501,15.0,-10.0,0.09566774078052265
22,CTU42,2011-08-10T09:27:00+00:00,2011-08-10T09:28:00+00:00,train,in_sample_training_prediction,0.9845727565036908,0.0012017019782096,0.0102852945627083,0.000583879614274,0.0009465826759768,0.0012556074283764,0.0011541772367634,Neris,0.9845727565036908,0.0102852945627083,0.9742874619409825,0.09759718970744202,Virut,29.766666666666666,15314.25,278.0,1490.0,25.0,32.0,0.0335248263276257,40.0,35.0,1.5809248554913296,0.02512853248834923,-0.1327658143121161,-2.216666666666665,-1023.6833333333325,-26.0,56.0,16.0,16.0,0.002313045273356698,-27.0,1.0,-0.024517321379418755
23,CTU42,2011-08-10T09:28:00+00:00,2011-08-10T09:29:00+00:00,train,in_sample_training_prediction,0.9977597423951609,0.0005951407692283,0.0007783203674328,0.0001525199605308,7.989272742750667e-05,0.0005305376016193,0.0001038461786003,Neris,0.9977597423951609,0.0007783203674328,0.9969814220277281,0.019276997239182626,Virut,12.866666666666667,1225.9166666666667,284.0,480.0,16.0,25.0,0.0767639326523559,42.0,34.0,2.190082644628099,0.013186985891470049,-0.0783201924682594,-16.9,-14088.333333333334,6.0,-1010.0,-9.0,-7.0,0.0432391063247302,2.0,-1.0,0.6091577891367697
24,CTU42,2011-08-10T09:29:00+00:00,2011-08-10T09:30:00+00:00,train,in_sample_training_prediction,0.9961907970597396,0.0008878347411535,0.0014054851891275,0.0003882956286642,0.0001376614623352,0.0007902180870981,0.0001997078318813,Neris,0.9961907970597396,0.0014054851891275,0.994785311870612,0.030890266378403437,Virut,11.95,1043.6166666666666,279.0,431.0,6.0,33.0,0.0821230504765856,40.0,32.0,2.350467289719626,-0.0015689453354212901,0.011613269139220811,-0.9166666666666679,-182.30000000000018,-5.0,-49.0,-10.0,8.0,0.005359117824229695,-2.0,-2.0,0.16038464509152695
25,CTU42,2011-08-10T09:30:00+00:00,2011-08-10T09:31:00+00:00,train,in_sample_training_prediction,0.9830983160338016,0.0015195090145198,0.0104292409266223,0.0006606843310674,0.0011853221914361,0.0012290889897022,0.0018778385128504,Neris,0.9830983160338016,0.0104292409266223,0.9726690751071793,0.10705797676547481,Virut,32.35,19180.2,306.0,1628.0,10.0,35.0,0.0303532613921411,41.0,37.0,1.622972972972973,-0.013092481025937963,0.07616771038707137,20.400000000000002,18136.583333333336,27.0,1197.0,4.0,2.0,-0.05176978908444449,1.0,5.0,-0.7274943167466532
26,CTU42,2011-08-10T09:31:00+00:00,2011-08-10T09:32:00+00:00,train,in_sample_training_prediction,0.9836165459749494,0.0017993912912201,0.0098406834184017,0.0005238458497409,0.0011298553872444,0.00182757590536,0.0012621021730833,Neris,0.9836165459749494,0.0098406834184017,0.9737758625565477,0.10466832906793128,Virut,24.58333333333333,10925.566666666668,356.0,1086.0,13.0,45.0,0.0399761647996941,51.0,47.0,2.5628019323671496,0.0005182299411478075,-0.0023896476975435316,-7.766666666666673,-8254.633333333333,50.0,-542.0,3.0,10.0,0.009622903407552997,10.0,10.0,0.9398289593941767
27,CTU42,2011-08-10T09:32:00+00:00,2011-08-10T09:33:00+00:00,train,in_sample_training_prediction,0.9799601193420312,0.0045624961982676,0.0094131958911152,0.0016090814026785,0.0013531176464947,0.0016025308652411,0.0014994586541713,Neris,0.9799601193420312,0.0094131958911152,0.970546923450916,0.1276998543588785,Virut,26.666666666666668,13856.183333333332,298.0,1314.0,14.0,34.0,0.0373536821750643,51.0,38.0,1.5356576862123614,-0.0036564266329182082,0.023031525290947236,2.0833333333333393,2930.616666666665,-58.0,228.0,1.0,-11.0,-0.0026224826246297947,0.0,-9.0,-1.0271442461547882
28,CTU42,2011-08-10T09:33:00+00:00,2011-08-10T09:34:00+00:00,train,in_sample_training_prediction,0.9139654140165682,0.0049073191212534,0.0635673650251898,0.0023538026591393,0.003636011674287,0.0050718192446331,0.0064982682589288,Neris,0.9139654140165682,0.0635673650251898,0.8503980489913784,0.37767878045644504,Virut,40.15,22378.8,300.0,2109.0,18.0,48.0,0.0248930727524614,47.0,46.0,2.169736842105263,-0.06599470532546303,0.24997892609756653,13.48333333333333,8522.616666666667,2.0,795.0,4.0,14.0,-0.012460609422602902,-4.0,8.0,0.6340791558929018
29,CTU42,2011-08-10T09:34:00+00:00,2011-08-10T09:35:00+00:00,train,in_sample_training_prediction,0.9934006769846184,0.0012794636995646,0.0034568365507157,0.0003441676421316,0.000462536991775,0.0005358148604442,0.0005205032707502,Neris,0.9934006769846184,0.0034568365507157,0.9899438404339027,0.048958920406906116,Virut,25.883333333333333,9963.95,247.0,1299.0,10.0,38.0,0.0385240849453149,45.0,38.0,1.0461741424802111,0.07943526296805026,-0.3287198600495389,-14.266666666666666,-12414.849999999999,-53.0,-810.0,-8.0,-10.0,0.013631012192853502,-2.0,-8.0,-1.123562699625052
30,CTU42,2011-08-10T09:35:00+00:00,2011-08-10T09:36:00+00:00,train,in_sample_training_prediction,0.9918002066514476,0.0015618536533812,0.0040692784956851,0.000429326161289,0.0005766772232471,0.0007936525604312,0.0007690052545183,Neris,0.9918002066514476,0.0040692784956851,0.9877309281557626,0.059466629163489965,Virut,25.883333333333333,10481.0,273.0,1275.0,21.0,30.0,0.0385541178516505,45.0,40.0,1.1202185792349726,-0.0016004703331707892,0.010507708756583849,0.0,517.0499999999993,26.0,-24.0,11.0,-8.0,3.0032906335596132e-05,0.0,2.0,0.07404443675476147
31,CTU42,2011-08-10T09:36:00+00:00,2011-08-10T09:37:00+00:00,train,in_sample_training_prediction,0.9976634543228604,0.0009935282025876,0.0007397903073026,0.000230137592234,7.131144269121555e-05,0.0002435037486011,5.827438372283764e-05,Neris,0.9976634543228604,0.0009935282025876,0.9966699261202728,0.019739546055320696,RBot,13.966666666666669,1525.95,222.0,619.0,4.0,24.0,0.071255963050906,41.0,31.0,1.3021978021978022,0.005863247671412775,-0.03972708310816927,-11.916666666666664,-8955.05,-51.0,-656.0,-17.0,-6.0,0.032701845199255494,-4.0,-9.0,0.18197922296282965
32,CTU42,2011-08-10T09:37:00+00:00,2011-08-10T09:38:00+00:00,train,in_sample_training_prediction,0.998636532073658,0.0002883049905269,0.0006699236589907,7.894893094311085e-05,8.152414157419165e-05,0.0001676845290841,7.708167522284017e-05,Neris,0.998636532073658,0.0006699236589907,0.9979666084146673,0.012309780092312757,Virut,17.983333333333334,1651.45,283.0,792.0,8.0,28.0,0.0556228636368307,45.0,35.0,1.3662280701754386,0.0009730777507975796,-0.007429765963007939,4.016666666666666,125.5,61.0,173.0,4.0,4.0,-0.015633099414075292,4.0,4.0,0.06403026797763633
33,CTU42,2011-08-10T09:38:00+00:00,2011-08-10T09:39:00+00:00,train,in_sample_training_prediction,0.9983517778712128,0.0004816040035297,0.0006060998247759,0.0001071890272941,7.607965111886103e-05,0.0002784357361495,9.88138859188323e-05,Neris,0.9983517778712128,0.0006060998247759,0.9977456780464369,0.014707789670121218,Virut,15.516666666666667,1442.0833333333333,298.0,621.0,12.0,36.0,0.064105531220795,47.0,39.0,1.6467236467236468,-0.0002847542024452254,0.0023980095778084604,-2.466666666666667,-209.3666666666668,15.0,-171.0,4.0,8.0,0.0084826675839643,2.0,4.0,0.2804955765482082
34,CTU42,2011-08-10T09:39:00+00:00,2011-08-10T09:40:00+00:00,train,in_sample_training_prediction,0.9984246120571793,0.0008235794423634,0.0004370990013782,6.436475272320425e-05,3.899448939463128e-05,0.0001659178588481,4.543239811333843e-05,Neris,0.9984246120571793,0.0008235794423634,0.9976010326148158,0.013719698313653526,RBot,12.166666666666666,985.9166666666666,225.0,494.0,12.0,12.0,0.0821486598670237,39.0,27.0,1.3778501628664497,7.283418596648605e-05,-0.0009880913564676921,-3.3500000000000014,-456.16666666666663,-73.0,-127.0,0.0,-24.0,0.0180431286462287,-8.0,-12.0,-0.2688734838571971
35,CTU42,2011-08-10T09:40:00+00:00,2011-08-10T09:41:00+00:00,train,in_sample_training_prediction,0.9875703021198836,0.0014623356759537,0.0079582932481326,0.0003817257706516,0.0006563997359682,0.0010698204910557,0.0009011229583543,Neris,0.9875703021198836,0.0079582932481326,0.979612008871751,0.08181606462592698,Virut,29.266666666666666,11902.716666666667,283.0,1471.0,19.0,46.0,0.0341555190561843,50.0,44.0,1.7753164556962024,-0.010854309937295636,0.06809636631227346,17.1,10916.800000000001,58.0,977.0,7.0,34.0,-0.0479931408108394,11.0,17.0,0.39746629282975277
36,CTU42,2011-08-10T09:41:00+00:00,2011-08-10T09:42:00+00:00,train,in_sample_training_prediction,0.9872912270576892,0.0015677968065801,0.0062969990947047,0.0006909061442688,0.0010888386552355,0.0012463084352837,0.0018179238062375,Neris,0.9872912270576892,0.0062969990947047,0.9809942279629845,0.08692663997288777,Virut,26.116666666666667,6073.416666666667,367.0,1114.0,82.0,57.0,0.037892440574227,57.0,54.0,1.927102803738317,-0.0002790750621943783,0.005110575346960786,-3.1499999999999986,-5829.3,84.0,-357.0,63.0,11.0,0.0037369215180426962,7.0,10.0,0.15178634804211466
37,CTU42,2011-08-10T09:42:00+00:00,2011-08-10T09:43:00+00:00,train,in_sample_training_prediction,0.9975356314546108,0.0016865187200942,0.0004457933127613,9.222823119104784e-05,4.065028707219269e-05,0.0001580117737792,4.1166220491208e-05,Neris,0.9975356314546108,0.0016865187200942,0.9958491127345166,0.019736142698612666,RBot,11.883333333333333,915.4333333333332,234.0,475.0,8.0,12.0,0.0835862122894672,38.0,24.0,1.42320819112628,0.010244404396921536,-0.0671904972742751,-14.233333333333334,-5157.983333333334,-133.0,-639.0,-74.0,-45.0,0.045693771715240195,-19.0,-30.0,-0.5038946126120372
38,CTU42,2011-08-10T09:43:00+00:00,2011-08-10T09:44:00+00:00,train,in_sample_training_prediction,0.9947166914980632,0.0028806052905862,0.0012480034275298,0.0004197798637335,0.0001002795857722,0.0005374682549391,9.717207937551324e-05,Neris,0.9947166914980632,0.0028806052905862,0.991836086207477,0.03959620124210557,RBot,12.466666666666669,1535.0,240.0,507.0,10.0,21.0,0.0801909439056274,37.0,27.0,1.6325088339222615,-0.0028189399565475837,0.019860058543492903,0.5833333333333357,619.5666666666668,6.0,32.0,2.0,9.0,-0.0033952683838398,-1.0,3.0,0.2093006427959816
39,CTU42,2011-08-10T09:44:00+00:00,2011-08-10T09:45:00+00:00,train,in_sample_training_prediction,0.980360842937757,0.0156632382641402,0.0015911838105253,0.0003832743146408,0.0001675648109982,0.0016709753265451,0.000162920535393,Neris,0.980360842937757,0.0156632382641402,0.9646976046736169,0.11137855308784232,RBot,7.65,511.4,210.0,246.0,3.0,11.0,0.1307748884092772,40.0,23.0,2.0264900662251657,-0.01435584856030614,0.07178235184573675,-4.816666666666668,-1023.6,-30.0,-261.0,-7.0,-10.0,0.05058394450364981,3.0,-4.0,0.39398123230290416
40,CTU42,2011-08-10T09:45:00+00:00,2011-08-10T09:46:00+00:00,train,in_sample_training_prediction,0.9973629483686614,0.0005575438308523,0.0009471257897341,0.0001968326369772,0.0001465012279774,0.0006044700762208,0.0001845780695768,Neris,0.9973629483686614,0.0009471257897341,0.9964158225789272,0.02244434554869405,Virut,14.683333333333334,2176.15,272.0,601.0,15.0,26.0,0.0669145543466914,44.0,39.0,1.8980263157894737,0.017002105430904302,-0.08893420753914827,7.033333333333333,1664.75,62.0,355.0,12.0,15.0,-0.0638603340625858,4.0,16.0,-0.12846375043569203
41,CTU42,2011-08-10T09:46:00+00:00,2011-08-10T09:47:00+00:00,train,in_sample_training_prediction,0.9938486498626992,0.0008261845332181,0.0034824664155003,0.0002077413743638,0.000364160878161,0.0007661209213226,0.0005046760147346,Neris,0.9938486498626992,0.0034824664155003,0.9903661834471988,0.045680488358581975,Virut,20.516666666666666,9434.516666666666,243.0,928.0,54.0,23.0,0.0485140315885466,50.0,40.0,1.894117647058824,-0.003514298505962188,0.023236142809887925,5.833333333333332,7258.366666666667,-29.0,327.0,39.0,-3.0,-0.0184005227581448,6.0,1.0,-0.003908668730649767
42,CTU42,2011-08-10T09:47:00+00:00,2011-08-10T09:48:00+00:00,train,in_sample_training_prediction,0.9970869258125854,0.0005550955753307,0.0014697980226409,0.0001296650177315,0.0001513250802702,0.0004845133283089,0.000122677163132,Neris,0.9970869258125854,0.0014697980226409,0.9956171277899445,0.023951427486260005,Virut,15.516666666666667,3386.0,253.0,679.0,20.0,32.0,0.0644257571107597,49.0,41.0,2.4738805970149254,0.003238275949886238,-0.02172906087232197,-4.999999999999998,-6048.516666666666,10.0,-249.0,-34.0,9.0,0.015911725522213094,-1.0,1.0,0.5797629499561014
43,CTU42,2011-08-10T09:48:00+00:00,2011-08-10T09:49:00+00:00,train,in_sample_training_prediction,0.9987895602550644,0.000521586673267,0.000343282435772,5.576690473466757e-05,3.9269170322296265e-05,0.0001995387837204,5.09957771189615e-05,Neris,0.9987895602550644,0.000521586673267,0.9982679735817974,0.011039128889012121,RBot,12.75,1029.5,239.0,518.0,12.0,18.0,0.0783156580949953,42.0,27.0,1.4363057324840764,0.0017026344424789785,-0.012912298597247884,-2.7666666666666675,-2356.5,-14.0,-161.0,-8.0,-14.0,0.013889900984235606,-7.0,-14.0,-1.037574864530849
