timestamp,window_end,ground_truth_label,ground_truth_attack_type,ground_truth_source
2011-08-10T09:34:00+00:00,2011-08-10T09:35:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:35:00+00:00,2011-08-10T09:36:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:36:00+00:00,2011-08-10T09:37:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:37:00+00:00,2011-08-10T09:38:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:38:00+00:00,2011-08-10T09:39:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:39:00+00:00,2011-08-10T09:40:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:40:00+00:00,2011-08-10T09:41:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:41:00+00:00,2011-08-10T09:42:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:42:00+00:00,2011-08-10T09:43:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:43:00+00:00,2011-08-10T09:44:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:44:00+00:00,2011-08-10T09:45:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:45:00+00:00,2011-08-10T09:46:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:46:00+00:00,2011-08-10T09:47:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:47:00+00:00,2011-08-10T09:48:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:48:00+00:00,2011-08-10T09:49:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:49:00+00:00,2011-08-10T09:50:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:50:00+00:00,2011-08-10T09:51:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:51:00+00:00,2011-08-10T09:52:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:52:00+00:00,2011-08-10T09:53:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:53:00+00:00,2011-08-10T09:54:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:54:00+00:00,2011-08-10T09:55:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:55:00+00:00,2011-08-10T09:56:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:56:00+00:00,2011-08-10T09:57:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:57:00+00:00,2011-08-10T09:58:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:58:00+00:00,2011-08-10T09:59:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T09:59:00+00:00,2011-08-10T10:00:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:00:00+00:00,2011-08-10T10:01:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:01:00+00:00,2011-08-10T10:02:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:02:00+00:00,2011-08-10T10:03:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:03:00+00:00,2011-08-10T10:04:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:04:00+00:00,2011-08-10T10:05:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:05:00+00:00,2011-08-10T10:06:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:06:00+00:00,2011-08-10T10:07:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:07:00+00:00,2011-08-10T10:08:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:08:00+00:00,2011-08-10T10:09:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:09:00+00:00,2011-08-10T10:10:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:10:00+00:00,2011-08-10T10:11:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:11:00+00:00,2011-08-10T10:12:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:12:00+00:00,2011-08-10T10:13:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:13:00+00:00,2011-08-10T10:14:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:14:00+00:00,2011-08-10T10:15:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:15:00+00:00,2011-08-10T10:16:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:16:00+00:00,2011-08-10T10:17:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:17:00+00:00,2011-08-10T10:18:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:18:00+00:00,2011-08-10T10:19:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:19:00+00:00,2011-08-10T10:20:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:20:00+00:00,2011-08-10T10:21:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:21:00+00:00,2011-08-10T10:22:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:22:00+00:00,2011-08-10T10:23:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:23:00+00:00,2011-08-10T10:24:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:24:00+00:00,2011-08-10T10:25:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:25:00+00:00,2011-08-10T10:26:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:26:00+00:00,2011-08-10T10:27:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:27:00+00:00,2011-08-10T10:28:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:28:00+00:00,2011-08-10T10:29:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:29:00+00:00,2011-08-10T10:30:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:30:00+00:00,2011-08-10T10:31:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:31:00+00:00,2011-08-10T10:32:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:32:00+00:00,2011-08-10T10:33:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:33:00+00:00,2011-08-10T10:34:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:34:00+00:00,2011-08-10T10:35:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:35:00+00:00,2011-08-10T10:36:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:36:00+00:00,2011-08-10T10:37:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:37:00+00:00,2011-08-10T10:38:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:38:00+00:00,2011-08-10T10:39:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:39:00+00:00,2011-08-10T10:40:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:40:00+00:00,2011-08-10T10:41:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:41:00+00:00,2011-08-10T10:42:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:42:00+00:00,2011-08-10T10:43:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:43:00+00:00,2011-08-10T10:44:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:44:00+00:00,2011-08-10T10:45:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:45:00+00:00,2011-08-10T10:46:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:46:00+00:00,2011-08-10T10:47:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:47:00+00:00,2011-08-10T10:48:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:48:00+00:00,2011-08-10T10:49:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:49:00+00:00,2011-08-10T10:50:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:50:00+00:00,2011-08-10T10:51:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:51:00+00:00,2011-08-10T10:52:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:52:00+00:00,2011-08-10T10:53:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:53:00+00:00,2011-08-10T10:54:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:54:00+00:00,2011-08-10T10:55:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:55:00+00:00,2011-08-10T10:56:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:56:00+00:00,2011-08-10T10:57:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:57:00+00:00,2011-08-10T10:58:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:58:00+00:00,2011-08-10T10:59:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T10:59:00+00:00,2011-08-10T11:00:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:00:00+00:00,2011-08-10T11:01:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:01:00+00:00,2011-08-10T11:02:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:02:00+00:00,2011-08-10T11:03:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:03:00+00:00,2011-08-10T11:04:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:04:00+00:00,2011-08-10T11:05:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:05:00+00:00,2011-08-10T11:06:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:06:00+00:00,2011-08-10T11:07:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:07:00+00:00,2011-08-10T11:08:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:08:00+00:00,2011-08-10T11:09:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:09:00+00:00,2011-08-10T11:10:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:10:00+00:00,2011-08-10T11:11:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:11:00+00:00,2011-08-10T11:12:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:12:00+00:00,2011-08-10T11:13:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:13:00+00:00,2011-08-10T11:14:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:14:00+00:00,2011-08-10T11:15:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:15:00+00:00,2011-08-10T11:16:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:16:00+00:00,2011-08-10T11:17:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:17:00+00:00,2011-08-10T11:18:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:18:00+00:00,2011-08-10T11:19:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:19:00+00:00,2011-08-10T11:20:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:20:00+00:00,2011-08-10T11:21:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:21:00+00:00,2011-08-10T11:22:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:22:00+00:00,2011-08-10T11:23:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:23:00+00:00,2011-08-10T11:24:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:24:00+00:00,2011-08-10T11:25:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:25:00+00:00,2011-08-10T11:26:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:26:00+00:00,2011-08-10T11:27:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:27:00+00:00,2011-08-10T11:28:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:28:00+00:00,2011-08-10T11:29:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:29:00+00:00,2011-08-10T11:30:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:30:00+00:00,2011-08-10T11:31:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:31:00+00:00,2011-08-10T11:32:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:32:00+00:00,2011-08-10T11:33:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:33:00+00:00,2011-08-10T11:34:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:34:00+00:00,2011-08-10T11:35:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:35:00+00:00,2011-08-10T11:36:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:36:00+00:00,2011-08-10T11:37:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:37:00+00:00,2011-08-10T11:38:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:38:00+00:00,2011-08-10T11:39:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:39:00+00:00,2011-08-10T11:40:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:40:00+00:00,2011-08-10T11:41:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:41:00+00:00,2011-08-10T11:42:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:42:00+00:00,2011-08-10T11:43:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:43:00+00:00,2011-08-10T11:44:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:44:00+00:00,2011-08-10T11:45:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:45:00+00:00,2011-08-10T11:46:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:46:00+00:00,2011-08-10T11:47:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:47:00+00:00,2011-08-10T11:48:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:48:00+00:00,2011-08-10T11:49:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:49:00+00:00,2011-08-10T11:50:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:50:00+00:00,2011-08-10T11:51:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:51:00+00:00,2011-08-10T11:52:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:52:00+00:00,2011-08-10T11:53:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:53:00+00:00,2011-08-10T11:54:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:54:00+00:00,2011-08-10T11:55:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
2011-08-10T11:55:00+00:00,2011-08-10T11:56:00+00:00,BOTNET,NERIS_BOTNET,CTU-13 official documentation: Botnet-42 PCAP is botnet capture only
