scenario_id,scenario_family,window_start,window_end,binary_label,attack_type,packet_count,byte_count,packets_per_second,bytes_per_second,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,tcp_count,udp_count,icmp_count,other_protocol_count,packet_size_mean,packet_size_std,packet_size_min,packet_size_max,packet_size_median,packet_size_p25,packet_size_p75,iat_mean,iat_std,iat_min,iat_max,iat_median,syn_count,ack_count,rst_count,fin_count,psh_count,urg_count,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,unique_5tuple_count,flow_count,mean_flow_duration,packets_per_flow_mean,bytes_per_flow_mean,forward_backward_packet_ratio,forward_backward_byte_ratio,syn_ack_ratio,tcp_fraction,udp_fraction,icmp_fraction,unique_dst_ports_per_src_ip,unique_dst_ips_per_src_ip,unique_src_ips_per_dst_ip,port_diversity,destination_diversity
CTU42,Neris,2011-08-10T09:15:00+00:00,2011-08-10T09:16:00+00:00,1,Neris,502,43445,8.366666666666667,724.0833333333334,13,41,65,24,492,10,0,0,86.54382470119522,156.80146134076287,60,2950,62.0,60.0,62.0,0.1161353155048545,0.2749071454436904,3.814697265625e-06,2.7407751083374023,0.0002450942993164,195,299,13,21,136,0,349,153,28613.0,14832.0,57,57,6.349167903264363,8.807017543859649,762.1929824561404,2.281045751633987,1.9291396979503777,0.6521739130434783,0.9800796812749004,0.0199203187250996,0.0,1.8461538461538465,3.1538461538461537,0.3170731707317073,24,41
CTU42,Neris,2011-08-10T09:16:00+00:00,2011-08-10T09:17:00+00:00,1,Neris,454,31342,7.566666666666666,522.3666666666667,12,40,64,22,451,2,1,0,69.0352422907489,35.237627444776834,60,359,62.0,60.0,62.0,0.1319784944420618,0.2839361733223178,3.814697265625e-06,2.268816947937012,0.0002281665802001,200,255,17,29,83,0,305,148,21938.0,9334.0,57,57,5.295801484793947,7.947368421052632,548.6315789473684,2.060810810810811,2.3503321191343476,0.7843137254901961,0.9933920704845814,0.0044052863436123,0.0022026431718061,1.8333333333333333,3.333333333333333,0.3,22,40
CTU42,Neris,2011-08-10T09:17:00+00:00,2011-08-10T09:18:00+00:00,1,Neris,585,43117,9.75,718.6166666666667,12,44,74,22,574,11,0,0,73.7042735042735,76.0149764744016,60,961,62.0,60.0,62.0,0.1016475615436083,0.2312682109020123,1.9073486328125e-06,1.8615331649780276,0.0001239776611328,265,312,9,13,133,0,389,196,28590.0,14527.0,65,65,8.165725730015682,9.0,663.3384615384615,1.9846938775510203,1.9680594754594891,0.8493589743589743,0.9811965811965812,0.0188034188034188,0.0,1.8333333333333333,3.6666666666666665,0.2727272727272727,22,44
CTU42,Neris,2011-08-10T09:18:00+00:00,2011-08-10T09:19:00+00:00,1,Neris,814,159364,13.566666666666666,2656.0666666666666,14,44,69,29,804,10,0,0,195.7788697788698,511.1084598549822,60,4434,62.0,60.0,62.0,0.0724282865887931,0.1695580049824606,9.5367431640625e-07,1.902940034866333,0.0003039836883544,253,506,68,23,178,0,482,332,133091.0,26273.0,60,60,7.159760193030039,13.566666666666666,2656.0666666666666,1.4518072289156627,5.065694819776957,0.5,0.9877149877149876,0.0122850122850122,0.0,2.071428571428572,3.142857142857143,0.3181818181818182,29,44
CTU42,Neris,2011-08-10T09:19:00+00:00,2011-08-10T09:20:00+00:00,1,Neris,547,36069,9.116666666666667,601.15,10,40,73,25,536,11,0,0,65.93967093235831,30.27023351116434,60,412,62.0,60.0,62.0,0.1060127456546266,0.2339079218284064,0.0,2.269217014312744,0.000119924545288,276,265,11,18,86,0,385,162,25682.0,10387.0,64,64,8.81715314090252,8.546875,563.578125,2.376543209876543,2.472513719071917,1.041509433962264,0.979890310786106,0.0201096892138939,0.0,2.5,4.0,0.25,25,40
CTU42,Neris,2011-08-10T09:20:00+00:00,2011-08-10T09:21:00+00:00,1,Neris,651,53425,10.85,890.4166666666666,10,40,66,23,641,10,0,0,82.06605222734255,155.10148384680642,60,2974,62.0,60.0,62.0,0.0914371384107149,0.2134886281449125,0.0,2.404958963394165,0.0002499818801879,248,397,7,19,157,0,438,213,33350.0,20075.0,58,58,8.253354997470462,11.224137931034482,921.1206896551724,2.056338028169014,1.6612702366127023,0.6246851385390428,0.9846390168970814,0.0153609831029185,0.0,2.3,4.0,0.25,23,40
CTU42,Neris,2011-08-10T09:21:00+00:00,2011-08-10T09:22:00+00:00,1,Neris,680,59307,11.333333333333334,988.45,12,40,70,27,672,8,0,0,87.21617647058824,160.22588476924227,60,1819,62.0,60.0,62.0,0.0879659456076081,0.1978689291642343,2.86102294921875e-06,1.7643210887908936,0.0002260208129882,268,406,16,16,151,0,514,166,41147.0,18160.0,62,62,6.476332360698331,10.96774193548387,956.5645161290323,3.0963855421686746,2.2658039647577093,0.6600985221674877,0.9882352941176472,0.0117647058823529,0.0,2.25,3.333333333333333,0.3,27,40
CTU42,Neris,2011-08-10T09:22:00+00:00,2011-08-10T09:23:00+00:00,1,Neris,670,114337,11.166666666666666,1905.6166666666663,13,41,72,30,663,7,0,0,170.65223880597014,439.3469848445562,60,2974,62.0,60.0,62.0,0.0895536159720656,0.1925056283456689,1.9073486328125e-06,1.5511040687561035,0.0002241134643554,246,386,51,30,122,0,497,173,96408.0,17929.0,63,63,5.518185010032048,10.634920634920634,1814.873015873016,2.8728323699421967,5.377210106531318,0.6373056994818653,0.98955223880597,0.0104477611940298,0.0,2.3076923076923075,3.1538461538461537,0.3170731707317073,30,41
CTU42,Neris,2011-08-10T09:23:00+00:00,2011-08-10T09:24:00+00:00,1,Neris,635,49642,10.583333333333334,827.3666666666667,11,44,78,26,615,20,0,0,78.1763779527559,86.85147286970256,60,1065,62.0,60.0,62.0,0.0944573721299036,0.2181477023881463,1.9073486328125e-06,1.881303071975708,0.0001261234283447,279,341,7,17,137,0,435,200,33514.0,16128.0,70,70,6.485511858122689,9.071428571428571,709.1714285714286,2.175,2.078000992063492,0.8181818181818182,0.968503937007874,0.0314960629921259,0.0,2.363636363636364,4.0,0.25,26,44
CTU42,Neris,2011-08-10T09:24:00+00:00,2011-08-10T09:25:00+00:00,1,Neris,565,36286,9.416666666666666,604.7666666666667,9,39,72,19,563,2,0,0,64.22300884955752,31.912876444818043,60,613,62.0,60.0,62.0,0.1038836701541927,0.2265810876717383,1.9073486328125e-06,2.503156900405884,0.0001189708709716,304,259,23,16,77,0,399,166,26322.0,9964.0,66,66,7.765690857713873,8.56060606060606,549.7878787878788,2.4036144578313254,2.641710156563629,1.1737451737451738,0.9964601769911504,0.0035398230088495,0.0,2.111111111111111,4.333333333333333,0.2307692307692307,19,39
CTU42,Neris,2011-08-10T09:25:00+00:00,2011-08-10T09:26:00+00:00,1,Neris,1669,749589,27.816666666666663,12493.15,25,52,94,44,1634,35,0,0,449.1246255242661,803.3141948657403,60,5894,62.0,60.0,364.0,0.0358548015713405,0.1090537047934226,9.5367431640625e-07,1.401705980300903,0.000317096710205,355,1304,23,45,313,0,1004,665,87716.0,661873.0,84,84,8.233175598439717,19.86904761904762,8923.67857142857,1.5097744360902257,0.1325269349255824,0.2722392638036809,0.9790293588975434,0.0209706411024565,0.0,1.76,2.08,0.4807692307692308,44,52
CTU42,Neris,2011-08-10T09:26:00+00:00,2011-08-10T09:27:00+00:00,1,Neris,1919,980276,31.98333333333333,16337.933333333332,40,67,91,34,1728,187,4,0,510.8264721208963,942.82536019708,60,5894,62.0,60.0,242.0,0.031211781054269,0.098587795190847,0.0,1.7981910705566406,0.0001455545425415,304,1434,9,16,161,0,1180,735,385740.0,594216.0,121,121,4.254711832881959,15.826446280991735,8098.809917355372,1.6054421768707483,0.6491578819823095,0.2119944211994421,0.9004689942678479,0.0974465867639395,0.0020844189682126,0.85,1.675,0.5970149253731343,34,67
CTU42,Neris,2011-08-10T09:27:00+00:00,2011-08-10T09:28:00+00:00,1,Neris,1786,918855,29.766666666666666,15314.25,15,40,77,35,1763,23,0,0,514.476483762598,835.344431283215,60,7354,62.0,60.0,987.0,0.0335248263276257,0.0952784541506488,9.5367431640625e-07,1.590181827545166,0.0002920627593994,278,1490,25,32,249,0,1094,692,633537.0,285318.0,70,70,9.933883101599557,25.514285714285716,13126.5,1.5809248554913296,2.220459277017223,0.1865771812080537,0.9871220604703248,0.0128779395296752,0.0,2.333333333333333,2.6666666666666665,0.375,35,40
CTU42,Neris,2011-08-10T09:28:00+00:00,2011-08-10T09:29:00+00:00,1,Neris,772,73555,12.866666666666667,1225.9166666666667,16,42,74,34,752,20,0,0,95.27849740932642,174.28288720008973,60,1819,62.0,60.0,62.0,0.0767639326523559,0.2125749053941967,0.0,2.569223165512085,0.0002307891845703,284,480,16,25,175,0,530,242,43503.0,30052.0,64,64,9.81312583759427,12.0625,1149.296875,2.190082644628099,1.447590842539598,0.5916666666666667,0.9740932642487048,0.0259067357512953,0.0,2.125,2.625,0.3809523809523809,34,42
CTU42,Neris,2011-08-10T09:29:00+00:00,2011-08-10T09:30:00+00:00,1,Neris,717,62617,11.95,1043.6166666666666,15,40,75,32,703,14,0,0,87.33193863319386,156.49446454046404,60,1819,62.0,60.0,62.0,0.0821230504765856,0.2012464555097455,2.1457672119140625e-06,1.71783709526062,0.0001925230026245,279,431,6,33,154,0,503,214,41401.0,21216.0,64,64,8.430141743272543,11.203125,978.390625,2.350467289719626,1.9514046003016592,0.6473317865429234,0.9804741980474198,0.0195258019525801,0.0,2.1333333333333333,2.6666666666666665,0.375,32,40
CTU42,Neris,2011-08-10T09:30:00+00:00,2011-08-10T09:31:00+00:00,1,Neris,1941,1150812,32.35,19180.2,16,41,81,37,1916,25,0,0,592.8964451313756,855.2780098178824,60,8814,62.0,60.0,1514.0,0.0303532613921411,0.0943497865583943,0.0,1.2032110691070557,0.0026148557662963,306,1628,10,35,345,0,1201,740,411309.0,739503.0,73,73,8.753080733834881,26.589041095890412,15764.547945205479,1.622972972972973,0.5561965265860991,0.1879606879606879,0.9871200412158682,0.0128799587841318,0.0,2.3125,2.5625,0.3902439024390244,37,41
CTU42,Neris,2011-08-10T09:31:00+00:00,2011-08-10T09:32:00+00:00,1,Neris,1475,655534,24.58333333333333,10925.566666666668,25,51,96,47,1424,51,0,0,444.4298305084746,751.5002727820507,60,8814,62.0,60.0,464.5,0.0399761647996941,0.1447800476784086,9.5367431640625e-07,2.302849054336548,0.0002839565277099,356,1086,13,45,290,0,1061,414,443191.0,212343.0,86,86,7.272244159565416,17.151162790697676,7622.488372093023,2.5628019323671496,2.087146739002463,0.3278084714548803,0.9654237288135592,0.0345762711864406,0.0,1.88,2.04,0.4901960784313725,47,51
CTU42,Neris,2011-08-10T09:32:00+00:00,2011-08-10T09:33:00+00:00,1,Neris,1600,831371,26.666666666666668,13856.183333333332,16,51,93,38,1598,2,0,0,519.606875,930.3709884114692,60,8814,62.0,60.0,946.0,0.0373536821750643,0.1211592972937024,9.5367431640625e-07,1.7585270404815674,0.0004439353942871,298,1314,14,34,314,0,969,631,162124.0,669247.0,82,82,6.271750714720749,19.51219512195122,10138.670731707318,1.5356576862123614,0.24224837765428908,0.2267884322678843,0.99875,0.00125,0.0,2.375,3.1875,0.3137254901960784,38,51
CTU42,Neris,2011-08-10T09:33:00+00:00,2011-08-10T09:34:00+00:00,1,Neris,2409,1342728,40.15,22378.8,19,47,94,46,2395,14,0,0,557.3798256537982,804.7489447241746,60,7354,62.0,60.0,1514.0,0.0248930727524614,0.0608543108106126,0.0,1.0319650173187256,0.0031797885894775,300,2109,18,48,506,0,1649,760,959163.0,383565.0,82,82,8.671304132880234,29.378048780487806,16374.731707317073,2.169736842105263,2.500653083571233,0.1422475106685633,0.9941884599418848,0.0058115400581154,0.0,2.421052631578948,2.473684210526316,0.4042553191489361,46,47
CTU42,Neris,2011-08-10T09:34:00+00:00,2011-08-10T09:35:00+00:00,1,Neris,1553,597837,25.883333333333333,9963.95,19,45,77,38,1531,20,2,0,384.9562137797811,693.0570459301437,60,7354,60.0,60.0,79.0,0.0385240849453149,0.0884014998858988,0.0,0.9557409286499025,0.0003960132598876,247,1299,10,38,331,0,793,758,62048.0,535629.0,67,67,7.389070784867699,23.149253731343283,8920.55223880597,1.0461741424802111,0.11584137528027795,0.1901462663587375,0.9858338699291692,0.0128783000643915,0.0012878300064391,2.0,2.3684210526315788,0.4222222222222222,38,45
CTU42,Neris,2011-08-10T09:35:00+00:00,2011-08-10T09:36:00+00:00,1,Neris,1553,628860,25.883333333333333,10481.0,20,45,79,40,1535,17,1,0,404.932388924662,713.0000184689077,60,5894,62.0,60.0,113.0,0.0385541178516505,0.0896402310721795,0.0,0.888481855392456,0.0003849267959594,273,1275,21,30,319,0,820,732,74061.0,554729.0,70,70,8.005063503129142,22.17142857142857,8982.714285714286,1.1202185792349726,0.1335084338478789,0.2141176470588235,0.9884095299420476,0.0109465550547327,0.0006439150032195,2.0,2.25,0.4444444444444444,40,45
CTU42,Neris,2011-08-10T09:36:00+00:00,2011-08-10T09:37:00+00:00,1,Neris,838,91557,13.966666666666669,1525.95,13,41,67,31,833,5,0,0,109.2565632458234,254.24380327211492,60,2974,60.0,60.0,62.0,0.071255963050906,0.1465361631792146,1.9073486328125e-06,1.802710056304932,0.0002579689025878,222,619,4,24,212,0,474,364,44650.0,46907.0,58,58,8.287490215794794,14.448275862068966,1578.5689655172414,1.3021978021978022,0.9518835141876479,0.3586429725363489,0.9940334128878282,0.0059665871121718,0.0,2.3846153846153846,3.1538461538461537,0.3170731707317073,31,41
CTU42,Neris,2011-08-10T09:37:00+00:00,2011-08-10T09:38:00+00:00,1,Neris,1079,99087,17.983333333333334,1651.45,17,45,79,35,1060,19,0,0,91.83225208526412,270.10744204488856,60,7354,60.0,60.0,62.0,0.0556228636368307,0.1071778608831344,1.9073486328125e-06,1.003262996673584,0.0002470016479492,283,792,8,28,272,0,623,456,49800.0,49287.0,69,69,9.037399571874868,15.63768115942029,1436.0434782608695,1.3662280701754386,1.0104084241280662,0.3573232323232323,0.9823911028730306,0.0176088971269694,0.0,2.0588235294117645,2.647058823529412,0.3777777777777777,35,45
CTU42,Neris,2011-08-10T09:38:00+00:00,2011-08-10T09:39:00+00:00,1,Neris,931,86525,15.516666666666667,1442.0833333333333,19,47,85,39,907,22,2,0,92.93770139634802,169.78387850213488,60,1819,60.0,60.0,62.0,0.064105531220795,0.1287815183632355,1.9073486328125e-06,1.2519638538360596,0.000234842300415,298,621,12,36,204,0,578,351,47467.0,38918.0,75,75,7.4309350109100345,12.386666666666667,1151.8,1.6467236467236468,1.2196669921373144,0.4798711755233494,0.97422126745435,0.0236305048335123,0.0021482277121374,2.0526315789473686,2.473684210526316,0.4042553191489361,39,47
CTU42,Neris,2011-08-10T09:39:00+00:00,2011-08-10T09:40:00+00:00,1,Neris,730,59155,12.166666666666666,985.9166666666666,12,39,67,27,718,12,0,0,81.03424657534246,149.04939947784536,60,1819,60.0,60.0,62.0,0.0821486598670237,0.1661624809546131,3.0994415283203125e-06,1.402189016342163,0.0002880096435546,225,494,12,12,160,0,423,307,33400.0,25755.0,59,59,7.937790822174589,12.372881355932204,1002.6271186440678,1.3778501628664495,1.296835565909532,0.4554655870445344,0.9835616438356164,0.0164383561643835,0.0,2.25,3.25,0.3076923076923077,27,39
CTU42,Neris,2011-08-10T09:40:00+00:00,2011-08-10T09:41:00+00:00,1,Neris,1756,714163,29.266666666666666,11902.716666666667,23,50,83,44,1733,21,2,0,406.6987471526196,737.7146811731999,60,8814,62.0,60.0,183.0,0.0341555190561843,0.0842593140238828,0.0,1.190898895263672,0.0003571510314941,283,1471,19,46,392,0,1122,632,449623.0,264160.0,72,72,10.31622733341323,24.36111111111111,9913.652777777777,1.7753164556962024,1.7020858570563295,0.1923861318830727,0.9869020501138952,0.0119589977220956,0.0011389521640091,1.9130434782608696,2.1739130434782608,0.46,44,50
CTU42,Neris,2011-08-10T09:41:00+00:00,2011-08-10T09:42:00+00:00,1,Neris,1567,364405,26.116666666666667,6073.416666666667,29,57,106,54,1516,50,1,0,232.5494575622208,568.0944794088434,60,5894,60.0,60.0,62.0,0.037892440574227,0.1079326946310336,0.0,1.7865560054779053,0.0002100467681884,367,1114,82,57,337,0,1031,535,124816.0,239519.0,94,94,7.475750573137973,16.659574468085108,3875.904255319149,1.9271028037383178,0.5211110600829162,0.3294434470377019,0.967453733248245,0.0319081046585832,0.0006381620931716,1.862068965517241,1.9655172413793105,0.5087719298245614,54,57
CTU42,Neris,2011-08-10T09:42:00+00:00,2011-08-10T09:43:00+00:00,1,Neris,713,54926,11.883333333333333,915.4333333333332,12,38,66,24,705,5,3,0,77.0350631136045,137.77630976895634,60,1819,60.0,60.0,62.0,0.0835862122894672,0.1511156968011195,1.9073486328125e-06,1.3018629550933838,0.004775047302246,234,475,8,12,158,0,417,293,29797.0,24859.0,58,58,7.125758413610788,12.241379310344827,942.3448275862069,1.42320819112628,1.198640331469488,0.4926315789473684,0.9887798036465638,0.0070126227208976,0.0042075736325385,2.0,3.1666666666666665,0.3157894736842105,24,38
CTU42,Neris,2011-08-10T09:43:00+00:00,2011-08-10T09:44:00+00:00,1,Neris,748,92100,12.466666666666669,1535.0,13,37,64,27,743,2,3,0,123.1283422459893,263.43497528244933,60,1819,60.0,60.0,62.0,0.0801909439056274,0.1858157495182819,1.9073486328125e-06,2.766562938690185,0.0002739429473876,240,507,10,21,169,0,462,283,53846.0,38044.0,56,56,7.0804078962121695,13.303571428571429,1640.892857142857,1.6325088339222615,1.4153611607612238,0.4733727810650887,0.9933155080213903,0.0026737967914438,0.0040106951871657,2.076923076923077,2.8461538461538463,0.3513513513513513,27,37
CTU42,Neris,2011-08-10T09:44:00+00:00,2011-08-10T09:45:00+00:00,1,Neris,459,30684,7.65,511.4,12,40,58,23,452,5,2,0,66.84967320261438,36.47252905558096,60,412,62.0,60.0,62.0,0.1307748884092772,0.2709076894937329,0.0,2.303417921066284,0.0002819299697875,210,246,3,11,83,0,306,151,20850.0,9694.0,50,50,6.884715547561646,9.14,610.88,2.0264900662251657,2.150814937074479,0.8536585365853658,0.9847494553376906,0.0108932461873638,0.0043572984749455,1.9166666666666667,3.333333333333333,0.3,23,40
CTU42,Neris,2011-08-10T09:45:00+00:00,2011-08-10T09:46:00+00:00,1,Neris,881,130569,14.683333333333334,2176.15,19,44,79,39,858,23,0,0,148.20544835414302,280.1099342599437,60,1819,62.0,60.0,62.0,0.0669145543466914,0.1696095294176959,9.5367431640625e-07,2.033134937286377,0.0002155303955078,272,601,15,26,219,0,577,304,62295.0,68274.0,69,69,6.849045079687367,12.768115942028986,1892.304347826087,1.8980263157894737,0.9124263995078654,0.4525790349417637,0.9738933030646992,0.0261066969353007,0.0,2.0526315789473686,2.3157894736842106,0.4318181818181818,39,44
CTU42,Neris,2011-08-10T09:46:00+00:00,2011-08-10T09:47:00+00:00,1,Neris,1231,566071,20.516666666666666,9434.516666666666,22,50,77,40,1189,41,1,0,459.8464662875711,775.9530718839562,60,7354,62.0,60.0,486.5,0.0485140315885466,0.147535538475446,1.9073486328125e-06,1.3020548820495603,0.0003079175949096,243,928,54,23,231,0,805,425,367640.0,198341.0,68,68,8.581218708963956,18.08823529411765,8323.25,1.8941176470588235,1.8535754080094382,0.261853448275862,0.965881397238018,0.033306255077173,0.000812347684809,1.818181818181818,2.272727272727273,0.44,40,50
CTU42,Neris,2011-08-10T09:47:00+00:00,2011-08-10T09:48:00+00:00,1,Neris,931,203160,15.516666666666667,3386.0,19,49,79,41,918,13,0,0,218.2169709989259,600.7452676979668,60,7354,60.0,60.0,62.0,0.0644257571107597,0.1568563553384192,0.0,1.6024010181427002,0.000260591506958,253,679,20,32,173,0,663,268,121337.0,81823.0,68,68,8.449907765668982,13.691176470588236,2987.6470588235293,2.4738805970149254,1.4829204502401525,0.3726067746686303,0.9860365198711064,0.0139634801288936,0.0,2.1578947368421053,2.5789473684210527,0.3877551020408163,41,49
CTU42,Neris,2011-08-10T09:48:00+00:00,2011-08-10T09:49:00+00:00,1,Neris,765,61770,12.75,1029.5,13,42,66,27,751,14,0,0,80.74509803921569,116.40244193762722,60,1514,60.0,60.0,62.0,0.0783156580949953,0.1508306457917178,1.9073486328125e-06,1.3935649394989014,0.0002609491348266,239,518,12,18,162,0,451,314,34742.0,27028.0,59,59,8.661812345860367,12.966101694915254,1046.949152542373,1.4363057324840764,1.2854077253218885,0.4613899613899614,0.9816993464052288,0.0183006535947712,0.0,2.076923076923077,3.230769230769231,0.3095238095238095,27,42
CTU42,Neris,2011-08-10T09:49:00+00:00,2011-08-10T09:50:00+00:00,1,Neris,925,69955,15.416666666666666,1165.9166666666667,12,39,70,29,917,8,0,0,75.62702702702703,104.6862200814664,60,1819,60.0,60.0,62.0,0.06480655087021,0.1472305349290995,1.9073486328125e-06,2.0023229122161865,0.0002670288085937,251,673,2,20,264,0,527,398,38909.0,31046.0,60,60,11.003243033091227,15.416666666666666,1165.9166666666667,1.3241206030150754,1.2532693422663146,0.3729569093610698,0.9913513513513512,0.0086486486486486,0.0,2.4166666666666665,3.25,0.3076923076923077,29,39
