scenario_id,scenario_family,window_start,window_end,binary_label,attack_type,packet_count,byte_count,packets_per_second,bytes_per_second,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,tcp_count,udp_count,icmp_count,other_protocol_count,packet_size_mean,packet_size_std,packet_size_min,packet_size_max,packet_size_median,packet_size_p25,packet_size_p75,iat_mean,iat_std,iat_min,iat_max,iat_median,syn_count,ack_count,rst_count,fin_count,psh_count,urg_count,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,unique_5tuple_count,flow_count,mean_flow_duration,packets_per_flow_mean,bytes_per_flow_mean,forward_backward_packet_ratio,forward_backward_byte_ratio,syn_ack_ratio,tcp_fraction,udp_fraction,icmp_fraction,unique_dst_ports_per_src_ip,unique_dst_ips_per_src_ip,unique_src_ips_per_dst_ip,port_diversity,destination_diversity
CTU42,Neris,2011-08-10T09:15:00+00:00,2011-08-10T09:16:00+00:00,1,Neris,502,43445,8.366666666666667,724.0833333333334,13,41,65,24,492,10,0,0,86.54382470119522,156.80146134076287,60,2950,62.0,60.0,62.0,0.11613531550485455,0.2749071454436904,3.814697265625e-06,2.7407751083374023,0.00024509429931640625,195,299,13,21,136,0,502,0,43445.0,0.0,68,68,7.309398121693555,7.382352941176471,638.8970588235294,,,0.6521739130434783,0.9800796812749004,0.0199203187250996,0.0,1.8461538461538463,3.1538461538461537,0.3170731707317073,24,41
CTU42,Neris,2011-08-10T09:16:00+00:00,2011-08-10T09:17:00+00:00,1,Neris,454,31342,7.566666666666666,522.3666666666667,12,40,64,22,451,2,1,0,69.0352422907489,35.237627444776834,60,359,62.0,60.0,62.0,0.13197849444206186,0.28393617332231785,3.814697265625e-06,2.2688169479370117,0.0002281665802001953,200,255,17,29,83,0,454,0,31342.0,0.0,70,70,5.113658554213387,6.485714285714286,447.74285714285713,,,0.7843137254901961,0.9933920704845814,0.004405286343612335,0.0022026431718061676,1.8333333333333333,3.3333333333333335,0.3,22,40
CTU42,Neris,2011-08-10T09:17:00+00:00,2011-08-10T09:18:00+00:00,1,Neris,585,43117,9.75,718.6166666666667,12,44,74,22,574,11,0,0,73.7042735042735,76.0149764744016,60,961,62.0,60.0,62.0,0.10164756154360836,0.23126821090201233,1.9073486328125e-06,1.8615331649780273,0.0001239776611328125,265,312,9,13,133,0,585,0,43117.0,0.0,77,77,8.898482366041703,7.597402597402597,559.961038961039,,,0.8493589743589743,0.9811965811965812,0.018803418803418803,0.0,1.8333333333333333,3.6666666666666665,0.2727272727272727,22,44
CTU42,Neris,2011-08-10T09:18:00+00:00,2011-08-10T09:19:00+00:00,1,Neris,814,159364,13.566666666666666,2656.0666666666666,14,44,69,29,804,10,0,0,195.7788697788698,511.1084598549822,60,4434,62.0,60.0,62.0,0.07242828658879316,0.16955800498246065,9.5367431640625e-07,1.902940034866333,0.0003039836883544922,253,506,68,23,178,0,814,0,159364.0,0.0,77,77,7.5279810645363545,10.571428571428571,2069.6623376623374,,,0.5,0.9877149877149877,0.012285012285012284,0.0,2.0714285714285716,3.142857142857143,0.3181818181818182,29,44
CTU42,Neris,2011-08-10T09:19:00+00:00,2011-08-10T09:20:00+00:00,1,Neris,547,36069,9.116666666666667,601.15,10,40,73,25,536,11,0,0,65.93967093235831,30.27023351116434,60,412,62.0,60.0,62.0,0.10601274565462665,0.23390792182840645,0.0,2.269217014312744,0.00011992454528808594,276,265,11,18,86,0,547,0,36069.0,0.0,78,78,9.543641114846254,7.012820512820513,462.4230769230769,,,1.0415094339622641,0.979890310786106,0.02010968921389397,0.0,2.5,4.0,0.25,25,40
CTU42,Neris,2011-08-10T09:20:00+00:00,2011-08-10T09:21:00+00:00,1,Neris,651,53425,10.85,890.4166666666666,10,40,66,23,641,10,0,0,82.06605222734255,155.10148384680642,60,2974,62.0,60.0,62.0,0.09143713841071496,0.2134886281449125,0.0,2.404958963394165,0.0002499818801879883,248,397,7,19,157,0,651,0,53425.0,0.0,70,70,9.461269211769103,9.3,763.2142857142857,,,0.6246851385390428,0.9846390168970814,0.015360983102918587,0.0,2.3,4.0,0.25,23,40
CTU42,Neris,2011-08-10T09:21:00+00:00,2011-08-10T09:22:00+00:00,1,Neris,680,59307,11.333333333333334,988.45,12,40,70,27,672,8,0,0,87.21617647058824,160.22588476924227,60,1819,62.0,60.0,62.0,0.08796594560760812,0.19786892916423435,2.86102294921875e-06,1.7643210887908936,0.00022602081298828125,268,406,16,16,151,0,680,0,59307.0,0.0,78,78,6.054133659754044,8.717948717948717,760.3461538461538,,,0.6600985221674877,0.9882352941176471,0.011764705882352941,0.0,2.25,3.3333333333333335,0.3,27,40
CTU42,Neris,2011-08-10T09:22:00+00:00,2011-08-10T09:23:00+00:00,1,Neris,670,114337,11.166666666666666,1905.6166666666666,13,41,72,30,663,7,0,0,170.65223880597014,439.3469848445562,60,2974,62.0,60.0,62.0,0.08955361597206561,0.19250562834566895,1.9073486328125e-06,1.5511040687561035,0.00022411346435546875,246,386,51,30,122,0,670,0,114337.0,0.0,81,81,5.082201586829291,8.271604938271604,1411.567901234568,,,0.6373056994818653,0.9895522388059701,0.010447761194029851,0.0,2.3076923076923075,3.1538461538461537,0.3170731707317073,30,41
CTU42,Neris,2011-08-10T09:23:00+00:00,2011-08-10T09:24:00+00:00,1,Neris,635,49642,10.583333333333334,827.3666666666667,11,44,78,26,615,20,0,0,78.1763779527559,86.85147286970256,60,1065,62.0,60.0,62.0,0.09445737212990361,0.21814770238814638,1.9073486328125e-06,1.881303071975708,0.00012612342834472656,279,341,7,17,137,0,635,0,49642.0,0.0,83,83,7.076020036835268,7.650602409638554,598.0963855421687,,,0.8181818181818182,0.968503937007874,0.031496062992125984,0.0,2.3636363636363638,4.0,0.25,26,44
CTU42,Neris,2011-08-10T09:24:00+00:00,2011-08-10T09:25:00+00:00,1,Neris,565,36286,9.416666666666666,604.7666666666667,9,39,72,19,563,2,0,0,64.22300884955752,31.912876444818043,60,613,62.0,60.0,62.0,0.10388367015419277,0.22658108767173837,1.9073486328125e-06,2.503156900405884,0.00011897087097167969,304,259,23,16,77,0,565,0,36286.0,0.0,77,77,8.402060614003764,7.337662337662338,471.24675324675326,,,1.1737451737451738,0.9964601769911504,0.0035398230088495575,0.0,2.111111111111111,4.333333333333333,0.23076923076923078,19,39
CTU42,Neris,2011-08-10T09:25:00+00:00,2011-08-10T09:26:00+00:00,1,Neris,1669,749589,27.816666666666666,12493.15,25,52,94,44,1634,35,0,0,449.12462552426604,803.3141948657403,60,5894,62.0,60.0,364.0,0.035854801571340585,0.10905370479342265,9.5367431640625e-07,1.4017059803009033,0.0003170967102050781,355,1304,23,45,313,0,1669,0,749589.0,0.0,117,117,8.194824832117456,14.264957264957266,6406.74358974359,,,0.27223926380368096,0.9790293588975434,0.020970641102456562,0.0,1.76,2.08,0.4807692307692308,44,52
CTU42,Neris,2011-08-10T09:26:00+00:00,2011-08-10T09:27:00+00:00,1,Neris,1919,980276,31.983333333333334,16337.933333333332,40,67,91,34,1728,187,4,0,510.8264721208963,942.8253601970799,60,5894,62.0,60.0,242.0,0.031211781054269038,0.098587795190847,0.0,1.7981910705566406,0.0001455545425415039,304,1434,9,16,161,0,1919,0,980276.0,0.0,184,184,3.6416523625021395,10.429347826086957,5327.586956521739,,,0.21199442119944212,0.9004689942678479,0.09744658676393955,0.0020844189682126106,0.85,1.675,0.5970149253731343,34,67
CTU42,Neris,2011-08-10T09:27:00+00:00,2011-08-10T09:28:00+00:00,1,Neris,1786,918855,29.766666666666666,15314.25,15,40,77,35,1763,23,0,0,514.476483762598,835.344431283215,60,7354,62.0,60.0,987.0,0.033524826327625774,0.0952784541506488,9.5367431640625e-07,1.590181827545166,0.00029206275939941406,278,1490,25,32,249,0,1786,0,918855.0,0.0,95,95,10.69521229141637,18.8,9672.157894736842,,,0.1865771812080537,0.9871220604703248,0.012877939529675251,0.0,2.3333333333333335,2.6666666666666665,0.375,35,40
CTU42,Neris,2011-08-10T09:28:00+00:00,2011-08-10T09:29:00+00:00,1,Neris,772,73555,12.866666666666667,1225.9166666666667,16,42,74,34,752,20,0,0,95.27849740932642,174.28288720008973,60,1819,62.0,60.0,62.0,0.07676393265235594,0.21257490539419674,0.0,2.569223165512085,0.0002307891845703125,284,480,16,25,175,0,772,0,73555.0,0.0,85,85,10.430373472325941,9.08235294117647,865.3529411764706,,,0.5916666666666667,0.9740932642487047,0.025906735751295335,0.0,2.125,2.625,0.38095238095238093,34,42
CTU42,Neris,2011-08-10T09:29:00+00:00,2011-08-10T09:30:00+00:00,1,Neris,717,62617,11.95,1043.6166666666666,15,40,75,32,703,14,0,0,87.33193863319386,156.49446454046404,60,1819,62.0,60.0,62.0,0.08212305047658569,0.2012464555097455,2.1457672119140625e-06,1.7178370952606201,0.00019252300262451172,279,431,6,33,154,0,717,0,62617.0,0.0,83,83,8.70265341092305,8.63855421686747,754.4216867469879,,,0.6473317865429234,0.9804741980474198,0.019525801952580194,0.0,2.1333333333333333,2.6666666666666665,0.375,32,40
CTU42,Neris,2011-08-10T09:30:00+00:00,2011-08-10T09:31:00+00:00,1,Neris,1941,1150812,32.35,19180.2,16,41,81,37,1916,25,0,0,592.8964451313756,855.2780098178824,60,8814,62.0,60.0,1514.0,0.030353261392141125,0.09434978655839434,0.0,1.2032110691070557,0.0026148557662963867,306,1628,10,35,345,0,1941,0,1150812.0,0.0,98,98,8.976950543267387,19.806122448979593,11742.979591836734,,,0.18796068796068796,0.9871200412158682,0.01287995878413189,0.0,2.3125,2.5625,0.3902439024390244,37,41
CTU42,Neris,2011-08-10T09:31:00+00:00,2011-08-10T09:32:00+00:00,1,Neris,1475,655534,24.583333333333332,10925.566666666668,25,51,96,47,1424,51,0,0,444.4298305084746,751.5002727820507,60,8814,62.0,60.0,464.5,0.03997616479969413,0.14478004767840863,9.5367431640625e-07,2.302849054336548,0.00028395652770996094,356,1086,13,45,290,0,1475,0,655534.0,0.0,120,120,6.84746563633283,12.291666666666666,5462.783333333334,,,0.3278084714548803,0.9654237288135593,0.03457627118644068,0.0,1.88,2.04,0.49019607843137253,47,51
CTU42,Neris,2011-08-10T09:32:00+00:00,2011-08-10T09:33:00+00:00,1,Neris,1600,831371,26.666666666666668,13856.183333333332,16,51,93,38,1598,2,0,0,519.606875,930.3709884114693,60,8814,62.0,60.0,946.0,0.03735368217506432,0.12115929729370244,9.5367431640625e-07,1.7585270404815674,0.0004439353942871094,298,1314,14,34,314,0,1600,0,831371.0,0.0,106,106,6.576950561325505,15.09433962264151,7843.122641509434,,,0.2267884322678843,0.99875,0.00125,0.0,2.375,3.1875,0.3137254901960784,38,51
CTU42,Neris,2011-08-10T09:33:00+00:00,2011-08-10T09:34:00+00:00,1,Neris,2409,1342728,40.15,22378.8,19,47,94,46,2395,14,0,0,557.3798256537982,804.7489447241746,60,7354,62.0,60.0,1514.0,0.02489307275246148,0.060854310810612676,0.0,1.0319650173187256,0.003179788589477539,300,2109,18,48,506,0,2409,0,1342728.0,0.0,114,114,9.19929193404683,21.13157894736842,11778.315789473685,,,0.1422475106685633,0.9941884599418847,0.005811540058115401,0.0,2.4210526315789473,2.473684210526316,0.40425531914893614,46,47
CTU42,Neris,2011-08-10T09:34:00+00:00,2011-08-10T09:35:00+00:00,1,Neris,1553,597837,25.883333333333333,9963.95,19,45,77,38,1531,20,2,0,384.9562137797811,693.0570459301437,60,7354,60.0,60.0,79.0,0.03852408494531494,0.08840149988589882,0.0,0.9557409286499023,0.0003960132598876953,247,1299,10,38,331,0,1553,0,597837.0,0.0,94,94,7.349002863498444,16.52127659574468,6359.968085106383,,,0.1901462663587375,0.9858338699291693,0.0128783000643915,0.00128783000643915,2.0,2.3684210526315788,0.4222222222222222,38,45
CTU42,Neris,2011-08-10T09:35:00+00:00,2011-08-10T09:36:00+00:00,1,Neris,1553,628860,25.883333333333333,10481.0,20,45,79,40,1535,17,1,0,404.93238892466195,713.0000184689077,60,5894,62.0,60.0,113.0,0.03855411785165059,0.0896402310721795,0.0,0.888481855392456,0.00038492679595947266,273,1275,21,30,319,0,1553,0,628860.0,0.0,99,99,8.122405668701788,15.686868686868687,6352.121212121212,,,0.21411764705882352,0.9884095299420477,0.010946555054732776,0.000643915003219575,2.0,2.25,0.4444444444444444,40,45
CTU42,Neris,2011-08-10T09:36:00+00:00,2011-08-10T09:37:00+00:00,1,Neris,838,91557,13.966666666666667,1525.95,13,41,67,31,833,5,0,0,109.25656324582339,254.24380327211495,60,2974,60.0,60.0,62.0,0.07125596305090609,0.14653616317921467,1.9073486328125e-06,1.8027100563049316,0.0002579689025878906,222,619,4,24,212,0,838,0,91557.0,0.0,76,76,8.82942428400642,11.026315789473685,1204.6973684210527,,,0.35864297253634897,0.9940334128878282,0.0059665871121718375,0.0,2.3846153846153846,3.1538461538461537,0.3170731707317073,31,41
CTU42,Neris,2011-08-10T09:37:00+00:00,2011-08-10T09:38:00+00:00,1,Neris,1079,99087,17.983333333333334,1651.45,17,45,79,35,1060,19,0,0,91.83225208526413,270.10744204488856,60,7354,60.0,60.0,62.0,0.05562286363683074,0.10717786088313448,1.9073486328125e-06,1.003262996673584,0.00024700164794921875,283,792,8,28,272,0,1079,0,99087.0,0.0,92,92,9.296578425428141,11.728260869565217,1077.0326086956522,,,0.3573232323232323,0.9823911028730306,0.017608897126969416,0.0,2.0588235294117645,2.6470588235294117,0.37777777777777777,35,45
CTU42,Neris,2011-08-10T09:38:00+00:00,2011-08-10T09:39:00+00:00,1,Neris,931,86525,15.516666666666667,1442.0833333333333,19,47,85,39,907,22,2,0,92.93770139634802,169.78387850213488,60,1819,60.0,60.0,62.0,0.064105531220795,0.1287815183632355,1.9073486328125e-06,1.2519638538360596,0.00023484230041503906,298,621,12,36,204,0,931,0,86525.0,0.0,100,100,7.622250535488129,9.31,865.25,,,0.47987117552334946,0.9742212674543501,0.023630504833512353,0.0021482277121374865,2.0526315789473686,2.473684210526316,0.40425531914893614,39,47
CTU42,Neris,2011-08-10T09:39:00+00:00,2011-08-10T09:40:00+00:00,1,Neris,730,59155,12.166666666666666,985.9166666666666,12,39,67,27,718,12,0,0,81.03424657534246,149.04939947784536,60,1819,60.0,60.0,62.0,0.08214865986702373,0.16616248095461317,3.0994415283203125e-06,1.402189016342163,0.0002880096435546875,225,494,12,12,160,0,730,0,59155.0,0.0,74,74,8.403565761205313,9.864864864864865,799.3918918918919,,,0.45546558704453444,0.9835616438356164,0.01643835616438356,0.0,2.25,3.25,0.3076923076923077,27,39
CTU42,Neris,2011-08-10T09:40:00+00:00,2011-08-10T09:41:00+00:00,1,Neris,1756,714163,29.266666666666666,11902.716666666667,23,50,83,44,1733,21,2,0,406.6987471526196,737.7146811731999,60,8814,62.0,60.0,183.0,0.03415551905618434,0.08425931402388281,0.0,1.1908988952636719,0.0003571510314941406,283,1471,19,46,392,0,1756,0,714163.0,0.0,101,101,10.902775174320334,17.386138613861387,7070.920792079208,,,0.19238613188307274,0.9869020501138952,0.011958997722095672,0.0011389521640091116,1.9130434782608696,2.1739130434782608,0.46,44,50
CTU42,Neris,2011-08-10T09:41:00+00:00,2011-08-10T09:42:00+00:00,1,Neris,1567,364405,26.116666666666667,6073.416666666667,29,57,106,54,1516,50,1,0,232.5494575622208,568.0944794088434,60,5894,60.0,60.0,62.0,0.03789244057422701,0.10793269463103365,0.0,1.7865560054779053,0.00021004676818847656,367,1114,82,57,337,0,1567,0,364405.0,0.0,135,135,6.904626185805709,11.607407407407408,2699.296296296296,,,0.32944344703770195,0.967453733248245,0.03190810465858328,0.0006381620931716656,1.8620689655172413,1.9655172413793103,0.5087719298245614,54,57
CTU42,Neris,2011-08-10T09:42:00+00:00,2011-08-10T09:43:00+00:00,1,Neris,713,54926,11.883333333333333,915.4333333333333,12,38,66,24,705,5,3,0,77.0350631136045,137.77630976895634,60,1819,60.0,60.0,62.0,0.08358621228946729,0.15111569680111955,1.9073486328125e-06,1.3018629550933838,0.004775047302246094,234,475,8,12,158,0,713,0,54926.0,0.0,72,72,7.764611807134417,9.902777777777779,762.8611111111111,,,0.4926315789473684,0.9887798036465638,0.0070126227208976155,0.004207573632538569,2.0,3.1666666666666665,0.3157894736842105,24,38
CTU42,Neris,2011-08-10T09:43:00+00:00,2011-08-10T09:44:00+00:00,1,Neris,748,92100,12.466666666666667,1535.0,13,37,64,27,743,2,3,0,123.1283422459893,263.43497528244933,60,1819,60.0,60.0,62.0,0.0801909439056274,0.18581574951828195,1.9073486328125e-06,2.7665629386901855,0.0002739429473876953,240,507,10,21,169,0,748,0,92100.0,0.0,74,74,6.941367697071385,10.108108108108109,1244.5945945945946,,,0.47337278106508873,0.9933155080213903,0.00267379679144385,0.004010695187165776,2.076923076923077,2.8461538461538463,0.35135135135135137,27,37
CTU42,Neris,2011-08-10T09:44:00+00:00,2011-08-10T09:45:00+00:00,1,Neris,459,30684,7.65,511.4,12,40,58,23,452,5,2,0,66.84967320261438,36.47252905558096,60,412,62.0,60.0,62.0,0.13077488840927723,0.27090768949373295,0.0,2.303417921066284,0.00028192996978759766,210,246,3,11,83,0,459,0,30684.0,0.0,63,63,6.871787604831514,7.285714285714286,487.04761904761904,,,0.8536585365853658,0.9847494553376906,0.010893246187363835,0.004357298474945534,1.9166666666666667,3.3333333333333335,0.3,23,40
CTU42,Neris,2011-08-10T09:45:00+00:00,2011-08-10T09:46:00+00:00,1,Neris,881,130569,14.683333333333334,2176.15,19,44,79,39,858,23,0,0,148.20544835414302,280.1099342599437,60,1819,62.0,60.0,62.0,0.06691455434669148,0.16960952941769594,9.5367431640625e-07,2.033134937286377,0.0002155303955078125,272,601,15,26,219,0,881,0,130569.0,0.0,96,96,6.5091085235277815,9.177083333333334,1360.09375,,,0.4525790349417637,0.9738933030646992,0.026106696935300794,0.0,2.0526315789473686,2.3157894736842106,0.4318181818181818,39,44
CTU42,Neris,2011-08-10T09:46:00+00:00,2011-08-10T09:47:00+00:00,1,Neris,1231,566071,20.516666666666666,9434.516666666666,22,50,77,40,1189,41,1,0,459.8464662875711,775.9530718839562,60,7354,62.0,60.0,486.5,0.04851403158854663,0.14753553847544607,1.9073486328125e-06,1.3020548820495605,0.00030791759490966797,243,928,54,23,231,0,1231,0,566071.0,0.0,97,97,8.509450924765204,12.690721649484535,5835.783505154639,,,0.26185344827586204,0.9658813972380179,0.03330625507717303,0.0008123476848090983,1.8181818181818181,2.272727272727273,0.44,40,50
CTU42,Neris,2011-08-10T09:47:00+00:00,2011-08-10T09:48:00+00:00,1,Neris,931,203160,15.516666666666667,3386.0,19,49,79,41,918,13,0,0,218.2169709989259,600.7452676979668,60,7354,60.0,60.0,62.0,0.06442575711075978,0.15685635533841927,0.0,1.6024010181427002,0.0002605915069580078,253,679,20,32,173,0,931,0,203160.0,0.0,95,95,8.227267812427721,9.8,2138.5263157894738,,,0.37260677466863035,0.9860365198711063,0.013963480128893663,0.0,2.1578947368421053,2.5789473684210527,0.3877551020408163,41,49
CTU42,Neris,2011-08-10T09:48:00+00:00,2011-08-10T09:49:00+00:00,1,Neris,765,61770,12.75,1029.5,13,42,66,27,751,14,0,0,80.74509803921569,116.40244193762722,60,1514,60.0,60.0,62.0,0.07831565809499531,0.15083064579171787,1.9073486328125e-06,1.3935649394989014,0.00026094913482666016,239,518,12,18,162,0,765,0,61770.0,0.0,75,75,9.594207986195881,10.2,823.6,,,0.4613899613899614,0.9816993464052287,0.018300653594771243,0.0,2.076923076923077,3.230769230769231,0.30952380952380953,27,42
CTU42,Neris,2011-08-10T09:49:00+00:00,2011-08-10T09:50:00+00:00,1,Neris,925,69955,15.416666666666666,1165.9166666666667,12,39,70,29,917,8,0,0,75.62702702702703,104.6862200814664,60,1819,60.0,60.0,62.0,0.06480655087021006,0.14723053492909952,1.9073486328125e-06,2.0023229122161865,0.00026702880859375,251,673,2,20,264,0,925,0,69955.0,0.0,76,76,12.301776735406174,12.171052631578947,920.4605263157895,,,0.37295690936106984,0.9913513513513513,0.008648648648648649,0.0,2.4166666666666665,3.25,0.3076923076923077,29,39
CTU42,Neris,2011-08-10T09:50:00+00:00,2011-08-10T09:51:00+00:00,1,Neris,956,122788,15.933333333333334,2046.4666666666667,19,47,81,37,938,16,2,0,128.43933054393307,264.38227418832594,60,1819,60.0,60.0,62.0,0.06277558841006294,0.14356747459352182,0.0,1.6284379959106445,0.0001380443572998047,278,676,12,31,200,0,956,0,122788.0,0.0,97,97,8.032047706780974,9.855670103092784,1265.8556701030927,,,0.41124260355029585,0.9811715481171548,0.016736401673640166,0.0020920502092050207,1.9473684210526316,2.473684210526316,0.40425531914893614,37,47
CTU42,Neris,2011-08-10T09:51:00+00:00,2011-08-10T09:52:00+00:00,1,Neris,956,144755,15.933333333333334,2412.5833333333335,15,39,74,33,942,14,0,0,151.4173640167364,565.6702216456598,60,8907,60.0,60.0,62.0,0.06280498030298043,0.12615935834541675,0.0,1.203613042831421,0.00019884109497070312,264,688,24,20,201,0,956,0,144755.0,0.0,91,91,8.567867611790751,10.505494505494505,1590.7142857142858,,,0.38372093023255816,0.9853556485355649,0.014644351464435146,0.0,2.2,2.6,0.38461538461538464,33,39
